folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/StardewValley/StardewValley/,NA,NA,NA,NA,27204,22431
../data/StardewValley/StardewValley/,0,9,0,9,NA,NA
../data/StardewValley/StardewValley/,9,0,16,0,NA,NA
../data/StardewValley/StardewValley/,14,0,18,0,NA,NA
../data/StardewValley/StardewValley/,11,0,17,0,NA,NA
../data/StardewValley/StardewValley/,5,0,13,0,NA,NA
../data/StardewValley/StardewValley/,5,0,14,0,NA,NA
../data/StardewValley/StardewValley/,8,0,9,0,NA,NA
../data/StardewValley/StardewValley/,9,0,9,0,NA,NA
../data/StardewValley/StardewValley/,13,0,15,0,NA,NA
../data/StardewValley/StardewValley/,13,0,13,0,NA,NA
../data/StardewValley/StardewValley/,6,0,7,0,NA,NA
../data/StardewValley/StardewValley/,7,0,8,0,NA,NA
../data/StardewValley/StardewValley/,0,8,0,2,NA,NA
../data/StardewValley/StardewValley/,0,14,0,13,NA,NA
../data/StardewValley/StardewValley/,0,11,0,11,NA,NA
../data/StardewValley/StardewValley/,0,8,0,1,NA,NA
../data/StardewValley/StardewValley/,0,7,0,0,NA,NA
../data/StardewValley/StardewValley/,0,20,0,14,NA,NA
../data/StardewValley/StardewValley/,2,0,17,0,NA,NA
../data/StardewValley/StardewValley/,3,0,12,0,NA,NA
../data/StardewValley/StardewValley/,10,0,20,0,NA,NA
../data/StardewValley/StardewValley/,3,0,3,0,NA,NA
../data/StardewValley/StardewValley/,11,0,19,0,NA,NA
../data/StardewValley/StardewValley/,3,0,10,0,NA,NA
../data/StardewValley/StardewValley/,4,0,4,0,NA,NA
../data/StardewValley/StardewValley/,0,3,0,3,NA,NA
../data/StardewValley/StardewValley/,3,0,12,0,NA,NA
../data/StardewValley/StardewValley/,3,0,4,0,NA,NA
../data/StardewValley/StardewValley/,17,0,17,0,NA,NA
../data/StardewValley/StardewValley/,3,0,4,0,NA,NA
../data/StardewValley/StardewValley/,0,9,0,7,NA,NA
../data/StardewValley/StardewValley/,0,8,0,7,NA,NA
../data/StardewValley/StardewValley/,0,9,0,9,NA,NA
../data/StardewValley/StardewValley/,0,11,0,7,NA,NA
../data/StardewValley/StardewValley/,0,18,0,18,NA,NA
../data/StardewValley/StardewValley/,7,0,8,0,NA,NA
../data/StardewValley/StardewValley/,0,15,0,15,NA,NA
../data/StardewValley/StardewValley/,0,17,0,7,NA,NA
../data/StardewValley/StardewValley/,9,0,9,0,NA,NA
../data/StardewValley/StardewValley/,0,8,0,6,NA,NA
../data/StardewValley/StardewValley/,0,6,0,6,NA,NA
../data/StardewValley/StardewValley/,0,7,0,1,NA,NA
../data/StardewValley/StardewValley/,0,12,0,10,NA,NA
../data/StardewValley/StardewValley/,0,5,0,2,NA,NA
../data/StardewValley/StardewValley/,0,18,0,2,NA,NA
../data/StardewValley/StardewValley/,0,11,0,7,NA,NA
../data/StardewValley/StardewValley/,4,0,8,0,NA,NA
../data/StardewValley/StardewValley/,2,0,3,0,NA,NA
../data/StardewValley/StardewValley/,10,0,11,0,NA,NA
../data/StardewValley/StardewValley/,0,20,0,2,NA,NA
../data/StardewValley/StardewValley/,5,0,9,0,NA,NA
../data/StardewValley/StardewValley/,14,0,14,0,NA,NA
../data/StardewValley/StardewValley/,9,0,23,0,NA,NA
../data/StardewValley/StardewValley/,0,28,0,2,NA,NA
../data/StardewValley/StardewValley/,0,23,0,23,NA,NA
../data/StardewValley/StardewValley/,0,24,0,8,NA,NA
../data/StardewValley/StardewValley/,0,2,0,0,NA,NA
../data/StardewValley/StardewValley/,0,13,0,1,NA,NA
../data/StardewValley/StardewValley/,0,15,0,14,NA,NA
../data/StardewValley/StardewValley/,0,12,0,2,NA,NA
../data/StardewValley/StardewValley/,0,6,0,4,NA,NA
../data/StardewValley/StardewValley/,0,33,0,9,NA,NA
../data/StardewValley/StardewValley/,10,0,10,0,NA,NA
../data/StardewValley/StardewValley/,1,0,17,0,NA,NA
../data/StardewValley/StardewValley/,7,0,20,0,NA,NA
../data/StardewValley/StardewValley/,14,0,14,0,NA,NA
../data/StardewValley/StardewValley/,7,0,13,0,NA,NA
../data/StardewValley/StardewValley/,2,0,4,0,NA,NA
../data/StardewValley/StardewValley/,1,0,4,0,NA,NA
../data/StardewValley/StardewValley/,0,11,0,1,NA,NA
../data/StardewValley/StardewValley/,3,0,7,0,NA,NA
../data/StardewValley/StardewValley/,3,0,6,0,NA,NA
../data/StardewValley/StardewValley/,6,0,13,0,NA,NA
../data/StardewValley/StardewValley/,0,10,0,10,NA,NA
../data/StardewValley/StardewValley/,0,7,0,6,NA,NA
../data/StardewValley/StardewValley/,11,0,21,0,NA,NA
../data/StardewValley/StardewValley/,14,0,14,0,NA,NA
../data/StardewValley/StardewValley/,6,0,8,0,NA,NA
../data/StardewValley/StardewValley/,3,0,5,0,NA,NA
../data/StardewValley/StardewValley/,3,0,11,0,NA,NA
../data/StardewValley/StardewValley/,1,0,11,0,NA,NA
../data/StardewValley/StardewValley/,0,8,0,8,NA,NA
../data/StardewValley/StardewValley/,0,10,0,7,NA,NA
../data/StardewValley/StardewValley/,4,0,10,0,NA,NA
../data/StardewValley/StardewValley/,0,12,0,11,NA,NA
../data/StardewValley/StardewValley/,9,0,10,0,NA,NA
../data/StardewValley/StardewValley/,0,16,0,0,NA,NA
../data/StardewValley/StardewValley/,0,18,0,18,NA,NA
../data/StardewValley/StardewValley/,12,0,18,0,NA,NA
../data/StardewValley/StardewValley/,2,0,4,0,NA,NA
../data/StardewValley/StardewValley/,0,8,0,8,NA,NA
../data/StardewValley/StardewValley/,24,0,24,0,NA,NA
../data/StardewValley/StardewValley/,24,0,24,0,NA,NA
../data/StardewValley/StardewValley/,24,0,24,0,NA,NA
../data/StardewValley/StardewValley/,24,0,24,0,NA,NA
