folder,series,game,from,to,frequency
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,-,female,1711
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,female,-,1708
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,-,-,140
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,-,male,1761
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,male,-,1766
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,-,undefined,21
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,undefined,-,20
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,female,male,82
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,male,female,78
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,female,playerChoice,77
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,playerChoice,female,75
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,playerChoice,-,14
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,male,playerChoice,60
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,playerChoice,male,48
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,male,male,59
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,female,female,25
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,undefined,male,3
../data/StardewValley/StardewValley/,Stardew Valley,Stardew Valley,male,undefined,2
