folder,series,game,from,to,frequency
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,-,-,1
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,-,female,41
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,female,-,39
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,female,male,9
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,male,-,16
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,-,male,14
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,-,neutral,8
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,neutral,-,8
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,male,female,7
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,female,female,22
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,female,neutral,1
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,neutral,female,1
../data/KingsQuest/KingsQuest4/,King's Quest,King's Quest IV: The Perils of Rosella,neutral,neutral,1
