folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/DragonAge/DragonAge2/,NA,NA,NA,NA,10020,4891
../data/DragonAge/DragonAge2/,16,0,589,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,411,13,NA,NA
../data/DragonAge/DragonAge2/,0,15,20,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,0,0,NA,NA
../data/DragonAge/DragonAge2/,8,187,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,0,0,NA,NA
../data/DragonAge/DragonAge2/,26,0,108,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,36,0,NA,NA
../data/DragonAge/DragonAge2/,0,31,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,20,0,NA,NA
../data/DragonAge/DragonAge2/,3,6,16,0,NA,NA
../data/DragonAge/DragonAge2/,9,55,9,0,NA,NA
../data/DragonAge/DragonAge2/,0,200,0,7,NA,NA
../data/DragonAge/DragonAge2/,0,68,0,14,NA,NA
../data/DragonAge/DragonAge2/,0,87,0,0,NA,NA
../data/DragonAge/DragonAge2/,16,63,23,2,NA,NA
../data/DragonAge/DragonAge2/,13,16,61,16,NA,NA
../data/DragonAge/DragonAge2/,0,0,32,0,NA,NA
../data/DragonAge/DragonAge2/,0,11,123,0,NA,NA
../data/DragonAge/DragonAge2/,0,13,14,0,NA,NA
../data/DragonAge/DragonAge2/,9,0,30,20,NA,NA
../data/DragonAge/DragonAge2/,0,18,0,5,NA,NA
../data/DragonAge/DragonAge2/,0,145,0,17,NA,NA
../data/DragonAge/DragonAge2/,22,8,81,22,NA,NA
../data/DragonAge/DragonAge2/,0,12,9,0,NA,NA
../data/DragonAge/DragonAge2/,25,55,57,6,NA,NA
../data/DragonAge/DragonAge2/,0,28,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,46,0,NA,NA
../data/DragonAge/DragonAge2/,0,10,0,10,NA,NA
../data/DragonAge/DragonAge2/,0,54,0,0,NA,NA
../data/DragonAge/DragonAge2/,8,222,0,6,NA,NA
../data/DragonAge/DragonAge2/,7,0,11,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,552,9,NA,NA
../data/DragonAge/DragonAge2/,14,0,31,0,NA,NA
../data/DragonAge/DragonAge2/,1,0,85,0,NA,NA
../data/DragonAge/DragonAge2/,6,0,17,0,NA,NA
../data/DragonAge/DragonAge2/,0,26,11,4,NA,NA
../data/DragonAge/DragonAge2/,21,24,93,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,93,0,NA,NA
../data/DragonAge/DragonAge2/,4,0,92,0,NA,NA
../data/DragonAge/DragonAge2/,71,88,146,17,NA,NA
../data/DragonAge/DragonAge2/,0,28,43,0,NA,NA
../data/DragonAge/DragonAge2/,5,0,12,0,NA,NA
../data/DragonAge/DragonAge2/,6,0,165,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,94,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,54,0,NA,NA
../data/DragonAge/DragonAge2/,7,0,12,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,38,0,NA,NA
../data/DragonAge/DragonAge2/,4,0,12,0,NA,NA
../data/DragonAge/DragonAge2/,0,6,0,5,NA,NA
../data/DragonAge/DragonAge2/,0,12,0,4,NA,NA
../data/DragonAge/DragonAge2/,8,0,14,0,NA,NA
../data/DragonAge/DragonAge2/,0,10,0,7,NA,NA
../data/DragonAge/DragonAge2/,0,8,46,0,NA,NA
../data/DragonAge/DragonAge2/,25,21,19,9,NA,NA
../data/DragonAge/DragonAge2/,6,0,12,0,NA,NA
../data/DragonAge/DragonAge2/,0,88,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,18,0,10,NA,NA
../data/DragonAge/DragonAge2/,0,10,0,6,NA,NA
../data/DragonAge/DragonAge2/,0,0,13,0,NA,NA
../data/DragonAge/DragonAge2/,7,0,12,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,0,0,NA,NA
../data/DragonAge/DragonAge2/,11,0,17,0,NA,NA
../data/DragonAge/DragonAge2/,13,0,18,0,NA,NA
../data/DragonAge/DragonAge2/,0,12,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,12,0,1,NA,NA
../data/DragonAge/DragonAge2/,0,17,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,18,0,13,NA,NA
../data/DragonAge/DragonAge2/,0,16,0,7,NA,NA
../data/DragonAge/DragonAge2/,18,17,49,0,NA,NA
../data/DragonAge/DragonAge2/,22,15,17,0,NA,NA
../data/DragonAge/DragonAge2/,25,12,33,4,NA,NA
../data/DragonAge/DragonAge2/,2,346,2,0,NA,NA
../data/DragonAge/DragonAge2/,41,418,0,9,NA,NA
../data/DragonAge/DragonAge2/,0,0,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,19,0,8,NA,NA
../data/DragonAge/DragonAge2/,0,0,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,164,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,128,0,NA,NA
../data/DragonAge/DragonAge2/,15,0,189,0,NA,NA
../data/DragonAge/DragonAge2/,16,17,448,141,NA,NA
../data/DragonAge/DragonAge2/,11,0,12,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,12,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,13,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,16,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,15,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,14,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,17,16,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,0,0,0,NA,NA
../data/DragonAge/DragonAge2/,0,9,0,7,NA,NA
