folder,series,game,from,to,frequency
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,-,-,319
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,-,male,1061
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,-,1059
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,male,1688
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,-,neutral,74
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,neutral,-,104
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,-,female,368
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,-,404
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,male,565
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,female,584
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,neutral,134
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,neutral,male,127
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,female,235
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,neutral,47
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,neutral,female,42
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,neutral,neutral,34
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,-,genderless,7
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,genderless,-,5
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,genderless,female,4
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,genderless,3
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,genderless,male,2
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,genderless,1
