folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/MassEffect/MassEffect3C/,NA,NA,NA,NA,41664,32205
../data/MassEffect/MassEffect3C/,0,0,92,9,NA,NA
../data/MassEffect/MassEffect3C/,0,1,8,0,NA,NA
../data/MassEffect/MassEffect3C/,0,6,6,0,NA,NA
../data/MassEffect/MassEffect3C/,0,10,8,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,78,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,19,0,NA,NA
../data/MassEffect/MassEffect3C/,0,131,0,29,NA,NA
../data/MassEffect/MassEffect3C/,4,0,357,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,14,0,NA,NA
../data/MassEffect/MassEffect3C/,0,142,47,28,NA,NA
../data/MassEffect/MassEffect3C/,0,6,6,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,8,11,24,0,NA,NA
../data/MassEffect/MassEffect3C/,13,15,24,0,NA,NA
../data/MassEffect/MassEffect3C/,0,24,13,4,NA,NA
../data/MassEffect/MassEffect3C/,5,18,19,0,NA,NA
../data/MassEffect/MassEffect3C/,7,12,11,12,NA,NA
../data/MassEffect/MassEffect3C/,0,27,0,14,NA,NA
../data/MassEffect/MassEffect3C/,0,53,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,28,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,59,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,113,0,34,NA,NA
../data/MassEffect/MassEffect3C/,2,0,8,0,NA,NA
../data/MassEffect/MassEffect3C/,27,75,7,0,NA,NA
../data/MassEffect/MassEffect3C/,0,34,0,17,NA,NA
../data/MassEffect/MassEffect3C/,0,9,8,0,NA,NA
../data/MassEffect/MassEffect3C/,0,8,6,0,NA,NA
../data/MassEffect/MassEffect3C/,3,14,11,6,NA,NA
../data/MassEffect/MassEffect3C/,0,5,6,0,NA,NA
../data/MassEffect/MassEffect3C/,0,6,8,0,NA,NA
../data/MassEffect/MassEffect3C/,0,7,10,0,NA,NA
../data/MassEffect/MassEffect3C/,0,5,6,0,NA,NA
../data/MassEffect/MassEffect3C/,0,4,4,0,NA,NA
../data/MassEffect/MassEffect3C/,0,4,8,0,NA,NA
../data/MassEffect/MassEffect3C/,0,8,13,0,NA,NA
../data/MassEffect/MassEffect3C/,0,4,5,0,NA,NA
../data/MassEffect/MassEffect3C/,0,8,10,0,NA,NA
../data/MassEffect/MassEffect3C/,0,2,2,0,NA,NA
../data/MassEffect/MassEffect3C/,0,2,2,0,NA,NA
../data/MassEffect/MassEffect3C/,0,1,1,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,3,0,NA,NA
../data/MassEffect/MassEffect3C/,0,6,0,1,NA,NA
../data/MassEffect/MassEffect3C/,17,0,26,0,NA,NA
../data/MassEffect/MassEffect3C/,0,9,8,0,NA,NA
../data/MassEffect/MassEffect3C/,4,0,7,0,NA,NA
../data/MassEffect/MassEffect3C/,3,0,6,0,NA,NA
../data/MassEffect/MassEffect3C/,0,19,9,0,NA,NA
../data/MassEffect/MassEffect3C/,0,19,0,10,NA,NA
../data/MassEffect/MassEffect3C/,23,0,143,0,NA,NA
../data/MassEffect/MassEffect3C/,0,90,19,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,5,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,14,0,5,NA,NA
../data/MassEffect/MassEffect3C/,3,135,0,21,NA,NA
../data/MassEffect/MassEffect3C/,0,55,0,18,NA,NA
../data/MassEffect/MassEffect3C/,7,0,16,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,5,0,NA,NA
../data/MassEffect/MassEffect3C/,0,5,6,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,57,0,23,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,22,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,15,2,0,NA,NA
../data/MassEffect/MassEffect3C/,0,18,8,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,3,0,NA,NA
../data/MassEffect/MassEffect3C/,0,10,8,0,NA,NA
../data/MassEffect/MassEffect3C/,0,18,10,0,NA,NA
../data/MassEffect/MassEffect3C/,0,17,15,0,NA,NA
../data/MassEffect/MassEffect3C/,0,13,13,0,NA,NA
../data/MassEffect/MassEffect3C/,0,16,16,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,3,0,NA,NA
../data/MassEffect/MassEffect3C/,0,6,4,0,NA,NA
../data/MassEffect/MassEffect3C/,0,10,16,0,NA,NA
../data/MassEffect/MassEffect3C/,0,8,12,0,NA,NA
../data/MassEffect/MassEffect3C/,0,8,6,0,NA,NA
../data/MassEffect/MassEffect3C/,0,11,10,0,NA,NA
../data/MassEffect/MassEffect3C/,0,6,4,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,5,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,145,28,NA,NA
../data/MassEffect/MassEffect3C/,21,7,205,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,112,0,72,NA,NA
../data/MassEffect/MassEffect3C/,36,0,103,0,NA,NA
../data/MassEffect/MassEffect3C/,89,113,89,9,NA,NA
../data/MassEffect/MassEffect3C/,0,4,3,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,2,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,12,19,37,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,18,20,0,NA,NA
../data/MassEffect/MassEffect3C/,0,25,21,0,NA,NA
../data/MassEffect/MassEffect3C/,0,18,18,0,NA,NA
../data/MassEffect/MassEffect3C/,0,16,15,0,NA,NA
../data/MassEffect/MassEffect3C/,0,11,13,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,10,0,NA,NA
../data/MassEffect/MassEffect3C/,0,8,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,10,10,0,NA,NA
../data/MassEffect/MassEffect3C/,0,12,0,3,NA,NA
../data/MassEffect/MassEffect3C/,0,16,17,0,NA,NA
../data/MassEffect/MassEffect3C/,0,5,0,1,NA,NA
../data/MassEffect/MassEffect3C/,0,5,18,0,NA,NA
../data/MassEffect/MassEffect3C/,0,6,12,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,16,0,NA,NA
../data/MassEffect/MassEffect3C/,0,8,6,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,9,0,NA,NA
../data/MassEffect/MassEffect3C/,1,26,73,26,NA,NA
../data/MassEffect/MassEffect3C/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect3C/,0,14,97,7,NA,NA
../data/MassEffect/MassEffect3C/,25,38,19,0,NA,NA
../data/MassEffect/MassEffect3C/,0,5,67,0,NA,NA
../data/MassEffect/MassEffect3C/,16,0,178,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,2,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,10,0,NA,NA
../data/MassEffect/MassEffect3C/,0,9,9,0,NA,NA
../data/MassEffect/MassEffect3C/,0,21,25,0,NA,NA
../data/MassEffect/MassEffect3C/,0,11,13,0,NA,NA
../data/MassEffect/MassEffect3C/,0,10,6,0,NA,NA
../data/MassEffect/MassEffect3C/,0,7,7,0,NA,NA
../data/MassEffect/MassEffect3C/,0,8,9,0,NA,NA
../data/MassEffect/MassEffect3C/,0,0,4,0,NA,NA
../data/MassEffect/MassEffect3C/,16,0,16,0,NA,NA
../data/MassEffect/MassEffect3C/,16,0,20,0,NA,NA
../data/MassEffect/MassEffect3C/,13,0,15,0,NA,NA
../data/MassEffect/MassEffect3C/,13,0,13,0,NA,NA
../data/MassEffect/MassEffect3C/,23,10,25,10,NA,NA
../data/MassEffect/MassEffect3C/,5,0,11,0,NA,NA
../data/MassEffect/MassEffect3C/,21,0,26,0,NA,NA
../data/MassEffect/MassEffect3C/,9,0,23,0,NA,NA
../data/MassEffect/MassEffect3C/,28,0,28,0,NA,NA
../data/MassEffect/MassEffect3C/,17,0,23,0,NA,NA
../data/MassEffect/MassEffect3C/,8,0,31,0,NA,NA
../data/MassEffect/MassEffect3C/,0,87,17,26,NA,NA
../data/MassEffect/MassEffect3C/,0,13,0,10,NA,NA
../data/MassEffect/MassEffect3C/,0,0,120,0,NA,NA
../data/MassEffect/MassEffect3C/,0,32,10,0,NA,NA
../data/MassEffect/MassEffect3C/,0,11,3,7,NA,NA
../data/MassEffect/MassEffect3C/,0,15,2,0,NA,NA
../data/MassEffect/MassEffect3C/,0,18,8,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,3,0,NA,NA
../data/MassEffect/MassEffect3C/,0,10,8,0,NA,NA
../data/MassEffect/MassEffect3C/,0,18,10,0,NA,NA
../data/MassEffect/MassEffect3C/,0,17,15,0,NA,NA
../data/MassEffect/MassEffect3C/,0,13,13,0,NA,NA
../data/MassEffect/MassEffect3C/,0,16,16,0,NA,NA
../data/MassEffect/MassEffect3C/,0,3,3,0,NA,NA
