folder,series,game,from,to,frequency
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,-,-,253
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,-,male,2271
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,male,-,2566
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,male,male,2959
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,-,female,672
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,female,-,690
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,male,neutral,45
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,neutral,-,125
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,-,neutral,111
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,neutral,male,40
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,male,female,1362
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,female,male,1389
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,female,female,400
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,female,neutral,12
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,-,genderless,55
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,genderless,male,108
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,male,genderless,97
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,genderless,-,53
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,genderless,genderless,8
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,female,genderless,36
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,genderless,female,28
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,neutral,female,16
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,neutral,neutral,26
../data/FinalFantasy/FFIX_B/,Final Fantasy,Final Fantasy IX,neutral,genderless,1
