folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/FinalFantasy/FFIX_B/,NA,NA,NA,NA,65209,24027
../data/FinalFantasy/FFIX_B/,16,0,16,0,NA,NA
../data/FinalFantasy/FFIX_B/,5,0,63,0,NA,NA
../data/FinalFantasy/FFIX_B/,16,0,27,0,NA,NA
../data/FinalFantasy/FFIX_B/,6,0,10,0,NA,NA
../data/FinalFantasy/FFIX_B/,5,0,8,0,NA,NA
../data/FinalFantasy/FFIX_B/,46,10,80,35,NA,NA
../data/FinalFantasy/FFIX_B/,28,0,84,0,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,7,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,17,34,5,NA,NA
../data/FinalFantasy/FFIX_B/,0,0,0,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,8,0,2,NA,NA
../data/FinalFantasy/FFIX_B/,0,8,0,1,NA,NA
../data/FinalFantasy/FFIX_B/,31,51,26,37,NA,NA
../data/FinalFantasy/FFIX_B/,4,0,5,0,NA,NA
../data/FinalFantasy/FFIX_B/,19,0,19,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,2,20,0,NA,NA
../data/FinalFantasy/FFIX_B/,6,0,8,0,NA,NA
../data/FinalFantasy/FFIX_B/,4,0,13,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,2,0,2,NA,NA
../data/FinalFantasy/FFIX_B/,3,0,7,0,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,8,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,5,36,7,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,8,5,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,18,0,NA,NA
../data/FinalFantasy/FFIX_B/,5,10,2,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,5,22,12,NA,NA
../data/FinalFantasy/FFIX_B/,0,15,0,12,NA,NA
../data/FinalFantasy/FFIX_B/,4,8,14,5,NA,NA
../data/FinalFantasy/FFIX_B/,4,1,5,1,NA,NA
../data/FinalFantasy/FFIX_B/,5,0,14,0,NA,NA
../data/FinalFantasy/FFIX_B/,20,0,41,14,NA,NA
../data/FinalFantasy/FFIX_B/,11,0,27,0,NA,NA
../data/FinalFantasy/FFIX_B/,7,8,11,6,NA,NA
../data/FinalFantasy/FFIX_B/,4,0,11,0,NA,NA
../data/FinalFantasy/FFIX_B/,3,0,8,0,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,4,0,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,12,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,7,0,5,NA,NA
../data/FinalFantasy/FFIX_B/,6,0,10,0,NA,NA
../data/FinalFantasy/FFIX_B/,4,0,6,0,NA,NA
../data/FinalFantasy/FFIX_B/,10,0,22,0,NA,NA
../data/FinalFantasy/FFIX_B/,20,51,22,0,NA,NA
../data/FinalFantasy/FFIX_B/,5,5,10,0,NA,NA
../data/FinalFantasy/FFIX_B/,12,46,16,0,NA,NA
../data/FinalFantasy/FFIX_B/,46,5,46,5,NA,NA
../data/FinalFantasy/FFIX_B/,9,0,20,0,NA,NA
../data/FinalFantasy/FFIX_B/,3,0,9,0,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,4,0,NA,NA
../data/FinalFantasy/FFIX_B/,28,0,112,0,NA,NA
../data/FinalFantasy/FFIX_B/,19,0,19,0,NA,NA
../data/FinalFantasy/FFIX_B/,13,0,23,0,NA,NA
../data/FinalFantasy/FFIX_B/,49,0,56,0,NA,NA
../data/FinalFantasy/FFIX_B/,11,0,31,7,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,1,0,NA,NA
../data/FinalFantasy/FFIX_B/,10,0,343,0,NA,NA
../data/FinalFantasy/FFIX_B/,4,0,73,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,1,0,1,NA,NA
../data/FinalFantasy/FFIX_B/,7,0,63,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,1,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,14,0,2,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,1,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,20,1,10,NA,NA
../data/FinalFantasy/FFIX_B/,1,37,0,10,NA,NA
../data/FinalFantasy/FFIX_B/,8,0,15,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,4,0,4,NA,NA
../data/FinalFantasy/FFIX_B/,9,0,273,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,3,0,NA,NA
../data/FinalFantasy/FFIX_B/,4,0,75,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,4,0,NA,NA
../data/FinalFantasy/FFIX_B/,15,0,20,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,4,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,4,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,12,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,14,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,26,0,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,66,10,NA,NA
../data/FinalFantasy/FFIX_B/,6,0,13,0,NA,NA
../data/FinalFantasy/FFIX_B/,3,0,3,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,43,0,NA,NA
../data/FinalFantasy/FFIX_B/,3,0,4,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,3,0,2,NA,NA
../data/FinalFantasy/FFIX_B/,5,0,5,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,23,0,NA,NA
../data/FinalFantasy/FFIX_B/,5,0,13,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,29,0,NA,NA
../data/FinalFantasy/FFIX_B/,5,0,7,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,16,0,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,3,0,NA,NA
../data/FinalFantasy/FFIX_B/,21,0,21,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,21,0,9,NA,NA
../data/FinalFantasy/FFIX_B/,0,6,0,4,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,4,0,NA,NA
../data/FinalFantasy/FFIX_B/,1,0,21,0,NA,NA
../data/FinalFantasy/FFIX_B/,3,0,42,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,0,0,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,0,4,0,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,80,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,29,0,0,NA,NA
../data/FinalFantasy/FFIX_B/,6,0,10,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,0,26,0,NA,NA
../data/FinalFantasy/FFIX_B/,10,0,29,1,NA,NA
../data/FinalFantasy/FFIX_B/,7,0,10,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,0,49,0,NA,NA
../data/FinalFantasy/FFIX_B/,8,0,53,0,NA,NA
../data/FinalFantasy/FFIX_B/,7,0,31,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,20,0,1,NA,NA
../data/FinalFantasy/FFIX_B/,0,9,0,6,NA,NA
../data/FinalFantasy/FFIX_B/,0,0,0,0,NA,NA
../data/FinalFantasy/FFIX_B/,0,0,0,0,NA,NA
../data/FinalFantasy/FFIX_B/,2,0,5,0,NA,NA
