folder,alternativeMeasure,game,series,group,lines,words,sentences,syllables,FleschKincaidReadability,FleschReadability,DaleChallReadability,numCharacters
../data/ElderScrolls/Morrowind/,False,The Elder Scrolls III: Morrowind,The Elder Scrolls,TOTAL,9006,173666,26847,215812,1.5964787315016142,95.13815272706299,7.332633587742903,364
../data/ElderScrolls/Morrowind/,False,The Elder Scrolls III: Morrowind,The Elder Scrolls,playerChoice,3055,8773,4019,11840,1.1865488349013127,90.44360891005387,10.256593550800686,1
../data/ElderScrolls/Morrowind/,False,The Elder Scrolls III: Morrowind,The Elder Scrolls,male,3851,110139,14993,136970,1.9495530708405973,94.16934608145857,7.244910245449699,237
../data/ElderScrolls/Morrowind/,False,The Elder Scrolls III: Morrowind,The Elder Scrolls,female,2097,54693,7822,66933,1.5777352773978297,96.20488933053264,7.120642102192109,125
../data/ElderScrolls/Morrowind/,False,The Elder Scrolls III: Morrowind,The Elder Scrolls,neutral,3,61,10,69,0.1365409836065563,104.94841803278692,6.527584590163934,1
../data/ElderScrolls/Oblivion/,False,The Elder Scrolls IV: Oblivion,The Elder Scrolls,TOTAL,62194,777177,167582,933310,0.38925278366985516,100.53190616705703,6.574492198907557,1094
../data/ElderScrolls/Oblivion/,False,The Elder Scrolls IV: Oblivion,The Elder Scrolls,male,35928,460233,98371,552616,0.4032569770823784,100.50444134869615,6.568754068863471,694
../data/ElderScrolls/Oblivion/,False,The Elder Scrolls IV: Oblivion,The Elder Scrolls,female,26266,316944,69210,380694,0.3694346713979364,100.57044136221332,6.582890304487833,399
../data/ElderScrolls/Oblivion/,False,The Elder Scrolls IV: Oblivion,The Elder Scrolls,GenericMale,18229,195378,44341,234869,0.31353001563385163,100.6627745006927,6.672355440968575,14
../data/ElderScrolls/Oblivion/,False,The Elder Scrolls IV: Oblivion,The Elder Scrolls,GenericFemale,16611,170375,39641,204998,0.28415407147823757,100.6804713256651,6.674593843616968,13
../data/ElderScrolls/Daggerfall/,False,The Elder Scrolls II: Daggerfall,The Elder Scrolls,TOTAL,1757,43855,6342,52791,1.3112506106441995,97.97796485722192,6.224397328216128,353
../data/ElderScrolls/Daggerfall/,False,The Elder Scrolls II: Daggerfall,The Elder Scrolls,playerChoice,550,550,549,550,-3.399289617486337,121.21815118397086,0.0496903460837887,1
../data/ElderScrolls/Daggerfall/,False,The Elder Scrolls II: Daggerfall,The Elder Scrolls,random,453,17593,2389,21262,1.5429024372469016,97.11713525088474,6.2320901907216655,154
../data/ElderScrolls/Daggerfall/,False,The Elder Scrolls II: Daggerfall,The Elder Scrolls,female,117,5044,623,6199,2.069582397215898,94.64512189362821,6.570612571998835,45
../data/ElderScrolls/Daggerfall/,False,The Elder Scrolls II: Daggerfall,The Elder Scrolls,male,557,18756,2486,22580,1.5582143260951877,97.32881168709845,6.2887984551749545,152
../data/ElderScrolls/Daggerfall/,False,The Elder Scrolls II: Daggerfall,The Elder Scrolls,neutral,80,1912,293,2200,0.5323887928941708,102.86842253702146,5.900886151770031,1
../data/ElderScrolls/Skyrim/,False,The Elder Scrolls V: Skyrim,The Elder Scrolls,TOTAL,7619,150041,29832,181540,0.6487617179019622,99.3694435321104,6.586685059280721,379
../data/ElderScrolls/Skyrim/,False,The Elder Scrolls V: Skyrim,The Elder Scrolls,playerChoice,2433,16209,4491,18963,-0.3775186352716524,104.19762885014894,6.237254540903634,1
