folder,series,game,from,to,frequency
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,-,-,248
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,-,female,578
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,female,-,505
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,-,male,722
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,male,-,743
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,female,male,852
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,male,female,797
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,male,male,684
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,female,female,242
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,female,neutral,2
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,neutral,female,1
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,neutral,male,1
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,-,neutral,1
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,neutral,-,2
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,male,neutral,1
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,-,genderless,1
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,genderless,male,1
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,male,genderless,2
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,genderless,female,1
../data/FinalFantasy/FFXIII-2/,Final Fantasy,Final Fantasy XIII-2,genderless,-,1
