folder,game,VGDCName,TvTName,tropeName,subverted,tropeNotes,tropeURL
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Ambiguously Brown,0," [Ambiguously Brown](/pmwiki/pmwiki.php/Main/AmbiguouslyBrown): Together with Minwu in artwork, the first such characters in the series, and so far the only hero.",/pmwiki/pmwiki.php/Main/AmbiguouslyBrown
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Badasses Wear Bandanas,0, [Badasses Wear Bandanas](/pmwiki/pmwiki.php/Main/BadassesWearBandanas): His signature. He may be a [Socially Awkward Hero](/pmwiki/pmwiki.php/Main/SociallyAwkwardHero) but he single handedly spearheads the rebellion to victory.,/pmwiki/pmwiki.php/Main/BadassesWearBandanas
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Conveniently an Orphan,0," [Conveniently an Orphan](/pmwiki/pmwiki.php/Main/ConvenientlyAnOrphan): Even before his adoptive parents died in the siege of Fynn, he was already orphaned. Precisely *why* this is convenient is explained in Maria's section (see [Not Blood Siblings](/pmwiki/pmwiki.php/Main/NotBloodSiblings)).",/pmwiki/pmwiki.php/Main/ConvenientlyAnOrphan
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Covert Pervert,0," [Covert Pervert](/pmwiki/pmwiki.php/Main/CovertPervert): [Old guides](/pmwiki/pmwiki.php/Main/AllThereInTheManual) reveal that he apparently has a weakness for ""feminine charms"". [No kidding](/pmwiki/pmwiki.php/Main/OnceDoneNeverForgotten).",/pmwiki/pmwiki.php/Main/CovertPervert
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Depending on the Artist,0," [Depending on the Artist](/pmwiki/pmwiki.php/Main/DependingOnTheArtist): Interesting, in that this is a one-artist variation on the trope — [Yoshitaka Amano](/pmwiki/pmwiki.php/Creator/YoshitakaAmano) drew Firion quite differently from picture to picture, to the point where a lot of official art of the character has to be labeled as such in order to be recognizable as Firion. His face and his armor would remain the same but he frequently changed his headgear and color scheme.<ul>
-   Put it this way — in *Dissidia* [Firion's<img height=""12"" src=""https://static.tvtropes.org/pmwiki/pub/external_link.gif"" style=""border:none;"" width=""12""/>](http://images4.wikia.nocookie.net/__cb20101218210453/finalfantasy/images/4/49/FirionDissidiaModel.PNG)<small>◊</small> [three<img height=""12"" src=""https://static.tvtropes.org/pmwiki/pub/external_link.gif"" style=""border:none;"" width=""12""/>](http://images1.wikia.nocookie.net/__cb20101218053309/finalfantasy/images/c/ce/Firion_alt.png)<small>◊</small> [costumes<img height=""12"" src=""https://static.tvtropes.org/pmwiki/pub/external_link.gif"" style=""border:none;"" width=""12""/>](http://images2.wikia.nocookie.net/__cb20110127135423/finalfantasy/images/2/2b/Firion_3rd_costume.png)<small>◊</small> all have different hair accessories, different hairstyles, and differently styled and colored armor, and all three are based on different Amano arts.
-   And don't forget his [Casual Rebel<img height=""12"" src=""https://static.tvtropes.org/pmwiki/pub/external_link.gif"" style=""border:none;"" width=""12""/>](http://img2.wikia.nocookie.net/__cb20120304235926/finalfantasy/images/3/36/FFOrigins_-_Firion.png)<small>◊</small> outfit from [Origins.](/pmwiki/pmwiki.php/Main/TheRemake)
-   And none of them look like how he does in the NES version, where he looks like the Fighter from the original game wearing nicer boots.</ul>",/pmwiki/pmwiki.php/Main/DependingOnTheArtist
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Dub Name Change,0," [Dub Name Change](/pmwiki/pmwiki.php/Main/DubNameChange): His Japanese name, フリオニール (*Furioniiru*), is officially transliterated as Frioniel. This became Firion in English due to character limits, and has remained such likely due to a combination of inertia and euphony.",/pmwiki/pmwiki.php/Main/DubNameChange
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Flat Character,0," [Flat Character](/pmwiki/pmwiki.php/Main/FlatCharacter): He's very likely the least developed *[Final Fantasy](/pmwiki/pmwiki.php/Franchise/FinalFantasy)* protagonist to have a name at all, and lags behind even the rest of *II*'s playable cast as well. Even his overly well-rounded base stats seem to enforce this. Part of the reason his scene of being briefly seduced by a lamia has become so associated with him is that it's pretty much the only scene he displays a trait besides ""is the hero.""",/pmwiki/pmwiki.php/Main/FlatCharacter
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Happily Adopted,0, [Happily Adopted](/pmwiki/pmwiki.php/Main/HappilyAdopted): Until his new parents died as well.,/pmwiki/pmwiki.php/Main/HappilyAdopted
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,The Hero,0," [The Hero](/pmwiki/pmwiki.php/Main/TheHero): The main character of the initial three-man band, and the one who is usually treated as their leader.",/pmwiki/pmwiki.php/Main/TheHero
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Heroes Prefer Swords,0," [Heroes Prefer Swords](/pmwiki/pmwiki.php/Main/HeroesPreferSwords): Though he can be trained in the use of any of the game's weapon types, his initial equip and [Infinity +1 Sword](/pmwiki/pmwiki.php/Main/InfinityPlusOneSword) are, well, swords.",/pmwiki/pmwiki.php/Main/HeroesPreferSwords
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Jack of All Stats,0," [Jack of All Stats](/pmwiki/pmwiki.php/Main/JackOfAllStats): Of your initial party, his base stats are the most evenly balanced. Where he goes from there, though, is up to the player.",/pmwiki/pmwiki.php/Main/JackOfAllStats
../data/FinalFantasy/FFII/,Final Fantasy II,Firion,Firion,Magnetic Hero,0, [Magnetic Hero](/pmwiki/pmwiki.php/Main/MagneticHero): Firion and his siblings constantly find allies willing to aid them.,/pmwiki/pmwiki.php/Main/MagneticHero
