folder,series,game,from,to,frequency
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,-,-,19
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,-,female,20
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,female,male,90
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,male,female,90
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,male,-,107
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,-,male,104
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,male,male,526
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,female,-,19
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,-,neutral,11
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,neutral,male,7
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,male,neutral,4
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,neutral,-,8
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,neutral,neutral,2
../data/MonkeyIsland/MonkeyIsland2/,Monkey Island,Monkey Island 2: LeChuck's Revenge,female,female,1
