folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/FinalFantasy/FFIX/,NA,NA,NA,NA,36546,14228
../data/FinalFantasy/FFIX/,22,0,23,0,NA,NA
../data/FinalFantasy/FFIX/,2,0,8,0,NA,NA
../data/FinalFantasy/FFIX/,18,0,25,0,NA,NA
../data/FinalFantasy/FFIX/,4,0,9,0,NA,NA
../data/FinalFantasy/FFIX/,2,0,2,0,NA,NA
../data/FinalFantasy/FFIX/,49,10,83,35,NA,NA
../data/FinalFantasy/FFIX/,19,0,57,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,4,0,NA,NA
../data/FinalFantasy/FFIX/,1,17,35,5,NA,NA
../data/FinalFantasy/FFIX/,1,0,41,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,4,0,NA,NA
../data/FinalFantasy/FFIX/,5,8,3,1,NA,NA
../data/FinalFantasy/FFIX/,36,47,33,36,NA,NA
../data/FinalFantasy/FFIX/,2,0,3,0,NA,NA
../data/FinalFantasy/FFIX/,19,0,23,0,NA,NA
../data/FinalFantasy/FFIX/,2,0,4,0,NA,NA
../data/FinalFantasy/FFIX/,8,0,9,0,NA,NA
../data/FinalFantasy/FFIX/,6,0,15,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,1,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,2,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,10,0,NA,NA
../data/FinalFantasy/FFIX/,3,0,38,0,NA,NA
../data/FinalFantasy/FFIX/,2,0,22,0,NA,NA
../data/FinalFantasy/FFIX/,5,13,21,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,10,0,NA,NA
../data/FinalFantasy/FFIX/,3,0,38,0,NA,NA
../data/FinalFantasy/FFIX/,2,0,22,0,NA,NA
../data/FinalFantasy/FFIX/,7,10,1,0,NA,NA
../data/FinalFantasy/FFIX/,2,0,23,0,NA,NA
../data/FinalFantasy/FFIX/,3,15,2,12,NA,NA
../data/FinalFantasy/FFIX/,8,20,10,8,NA,NA
../data/FinalFantasy/FFIX/,4,0,10,0,NA,NA
../data/FinalFantasy/FFIX/,8,0,16,0,NA,NA
../data/FinalFantasy/FFIX/,15,0,56,0,NA,NA
../data/FinalFantasy/FFIX/,17,0,44,0,NA,NA
../data/FinalFantasy/FFIX/,4,15,10,8,NA,NA
../data/FinalFantasy/FFIX/,5,0,17,0,NA,NA
../data/FinalFantasy/FFIX/,49,10,83,35,NA,NA
../data/FinalFantasy/FFIX/,1,0,5,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,7,0,NA,NA
../data/FinalFantasy/FFIX/,3,0,3,0,NA,NA
../data/FinalFantasy/FFIX/,6,0,15,0,NA,NA
../data/FinalFantasy/FFIX/,6,0,7,0,NA,NA
../data/FinalFantasy/FFIX/,22,51,24,0,NA,NA
../data/FinalFantasy/FFIX/,3,0,11,1,NA,NA
../data/FinalFantasy/FFIX/,2,58,4,0,NA,NA
../data/FinalFantasy/FFIX/,2,0,40,4,NA,NA
../data/FinalFantasy/FFIX/,1,20,10,0,NA,NA
../data/FinalFantasy/FFIX/,3,0,3,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,2,0,NA,NA
../data/FinalFantasy/FFIX/,49,10,83,35,NA,NA
../data/FinalFantasy/FFIX/,7,10,1,0,NA,NA
../data/FinalFantasy/FFIX/,6,0,7,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,23,0,NA,NA
../data/FinalFantasy/FFIX/,1,0,23,0,NA,NA
../data/FinalFantasy/FFIX/,17,0,26,0,NA,NA
../data/FinalFantasy/FFIX/,56,0,59,0,NA,NA
../data/FinalFantasy/FFIX/,16,0,34,7,NA,NA
../data/FinalFantasy/FFIX/,6,0,7,0,NA,NA
