folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/StarWarsKOTOR/StarWarsKOTOR/,NA,NA,NA,NA,53388,17354
../data/StarWarsKOTOR/StarWarsKOTOR/,0,46,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,172,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,53,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,18,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,18,0,72,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,11,0,9,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,56,0,26,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,138,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,29,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,524,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,135,539,150,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,59,0,12,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,237,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,8,0,56,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,21,35,21,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,46,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,632,2,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,66,126,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,92,0,240,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,334,34,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,56,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,46,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,37,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,362,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,92,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,73,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,4,0,11,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,2,0,68,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,20,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,402,0,14,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,22,0,220,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,33,0,107,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,37,0,20,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,423,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,22,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,116,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,0,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,266,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,355,0,NA,NA
../data/StarWarsKOTOR/StarWarsKOTOR/,0,0,125,0,NA,NA
