folder,game,VGDCName,TvTName,tropeName,subverted,tropeNotes,tropeURL
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),All Your Powers Combined,0," [All Your Powers Combined](/pmwiki/pmwiki.php/Main/AllYourPowersCombined): In the finale of the *Final Fantasy* adaptation in *Memory of Heroes*,  (SPOILER)  the light of Setro's crystal combines with those of his fallen allies to empower his sword with light, allowing him to defeat Chaos. ",/pmwiki/pmwiki.php/Main/AllYourPowersCombined
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),"Boring, but Practical",0," [Boring, but Practical](/pmwiki/pmwiki.php/Main/BoringButPractical): The Warrior is one of the simplest classes, not having access to any magic or unique mechanics, but he has very high stats to compensate. The Warrior is also cheap to maintain, seeing as most of his equipment is found, not bought.",/pmwiki/pmwiki.php/Main/BoringButPractical
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),Canon Welding,0," [Canon Welding](/pmwiki/pmwiki.php/Main/CanonWelding): With his *Dissidia* counterpart's [Breakout Character](/pmwiki/pmwiki.php/Main/BreakoutCharacter) success, it's become set in stone that, while the other three Warriors of Light remain open to interpretation as to what class they were, there *was* at least one Warrior who was [The Leader](/pmwiki/pmwiki.php/Main/TheLeader).",/pmwiki/pmwiki.php/Main/CanonWelding
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),Determinator,0," [Determinator](/pmwiki/pmwiki.php/Main/Determinator): Setro in both the novel and spin-offs is stubborn, focused, faithful and is fully confident in his abilites. While this allows Setro to not fall for his enemies' manipulation or dissuasion tactics, inspire his allies and allows him to win battles he'd otherwise lose, it also makes it difficult for his comrades to understand him and causes him to become impatient and lose sight of his surroundings. Which Bahamut calls him out on.",/pmwiki/pmwiki.php/Main/Determinator
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),Early-Installment Weirdness,0," [Early-Installment Weirdness](/pmwiki/pmwiki.php/Main/EarlyInstallmentWeirdness): Despite having all the qualities of a Paladin, his promoted class is the Knight instead, as the Paladin class wasn't introduced until *[Final Fantasy IV](/pmwiki/pmwiki.php/VideoGame/FinalFantasyIV)*. Also unlike in later games using the Knight class, the Warrior once promoted can't really contribute to shielding others completely from harm, as he lacks the abilities [Cover](/pmwiki/pmwiki.php/VideoGame/FinalFantasyIII) and [Guard](/pmwiki/pmwiki.php/VideoGame/FinalFantasyV).",/pmwiki/pmwiki.php/Main/EarlyInstallmentWeirdness
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),Fiery Redhead,0, [Fiery Redhead](/pmwiki/pmwiki.php/Main/FieryRedhead): Setro retains the Warrior's red hair and stubborn nature.,/pmwiki/pmwiki.php/Main/FieryRedhead
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),Gender Flip,0, [Gender Flip](/pmwiki/pmwiki.php/Main/GenderFlip): Puffy Tolte in the manga is a [female Warrior](/pmwiki/pmwiki.php/Main/ActionGirl) whereas most depictions of the Warrior are male.,/pmwiki/pmwiki.php/Main/GenderFlip
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),Graphics-Induced Super-Deformed,0," [Graphics-Induced Super-Deformed](/pmwiki/pmwiki.php/Main/GraphicsInducedSuperDeformed): The Warrior of Light looks nothing like the playable character from FF1. He is, however, based on the original concept art for Warrior, before they downgraded him to 8-bit pixels.",/pmwiki/pmwiki.php/Main/GraphicsInducedSuperDeformed
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),Head Swap,0, [Head Swap](/pmwiki/pmwiki.php/Main/HeadSwap): Warrior's map sprite resembles a Cornelian soldier [with the helmet off](/pmwiki/pmwiki.php/Main/HelmetsAreHardlyHeroic).,/pmwiki/pmwiki.php/Main/HeadSwap
../data/FinalFantasy/FFI/,Final Fantasy,Warrior (Fighter),Warrior (Fighter),Heavy Equipment Class,0," [Heavy Equipment Class](/pmwiki/pmwiki.php/Main/HeavyEquipmentClass): The Warrior is uncontested with armour range with it expanding after they upgrade to the Knight, with only the Ninja having a slightly better weapon range.",/pmwiki/pmwiki.php/Main/HeavyEquipmentClass
