folder,game,VGDCName,TvTName,tropeName,subverted,tropeNotes,tropeURL
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,The Ace,0," [The Ace](/pmwiki/pmwiki.php/Main/TheAce): Take a look at his stats. He'll always be stronger and faster than everyone else in the party. He couldn't hold a candle to Sephiroth once upon a time, but now he's up to the task.",/pmwiki/pmwiki.php/Main/TheAce
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,Always Save the Girl,0," [Always Save the Girl](/pmwiki/pmwiki.php/Main/AlwaysSaveTheGirl): No matter the circumstance, Cloud drops everything to save Tifa and/or Aerith if they're in danger.",/pmwiki/pmwiki.php/Main/AlwaysSaveTheGirl
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,Angst,0," [Angst](/pmwiki/pmwiki.php/Main/Angst): Boatloads of it. Most of it's [justified](/pmwiki/pmwiki.php/Main/JustifiedTrope) — if you came to the realization that the life you thought you had lived was a lie and you had spent the last four-five years comatose due to lab experiments after your hero burned your hometown and left you for dead and your best friend died to save your sorry hide, you'd probably have some issues to work through too.",/pmwiki/pmwiki.php/Main/Angst
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,Animal Motifs,0," [Animal Motifs](/pmwiki/pmwiki.php/Main/AnimalMotifs): Wolves, specifically Fenrir, the name of the wolf that follows him in *Advent Children* and of his [Cool Bike](/pmwiki/pmwiki.php/Main/CoolBike), which debuted in the same movie. However, this only applies to that movie.",/pmwiki/pmwiki.php/Main/AnimalMotifs
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,Anime Hair,0, [Anime Hair](/pmwiki/pmwiki.php/Main/AnimeHair): Cloud's infamous hair in *Final Fantasy VII* consists of several sharp spikes jutting into the air. *Advent Children* and related *Compilation* materials toned down the spikes to something more realistic.,/pmwiki/pmwiki.php/Main/AnimeHair
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,Anti-Hero,0," [Anti-Hero](/pmwiki/pmwiki.php/Main/AntiHero): His false persona is a [Pragmatic Hero](/pmwiki/pmwiki.php/Main/PragmaticHero) variant. His real persona however, is a [Classical Anti-Hero](/pmwiki/pmwiki.php/Main/ClassicalAntiHero) plagued by insecurity and self-doubt.",/pmwiki/pmwiki.php/Main/AntiHero
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,Ascended Fanboy,1," [Ascended Fanboy](/pmwiki/pmwiki.php/Main/AscendedFanboy): He idolised Sephiroth while growing up and got to fight at his side during the Nibelheim mission. Subverted in that he was only a Shinra mook at the time. Also, Sephiroth’s actions made him a case of [Broken Pedestal](/pmwiki/pmwiki.php/Main/BrokenPedestal) for Cloud.",/pmwiki/pmwiki.php/Main/AscendedFanboy
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,Badass Biker,0," [Badass Biker](/pmwiki/pmwiki.php/Main/BadassBiker): One remarkable segment in the original game is Cloud driving a bike with one hand while slaying Shinra mooks with the other. In *Advent Children* he spends much of the film riding Fenrir looking cool, and in several fight scenes fights *while* riding it.",/pmwiki/pmwiki.php/Main/BadassBiker
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,Badass Normal,0," [Badass Normal](/pmwiki/pmwiki.php/Main/BadassNormal): Even before Hojo's experiments. As an inexperienced 16-year old, he managed to defeat Sephiroth when they clashed.",/pmwiki/pmwiki.php/Main/BadassNormal
../data/FinalFantasy/FFVII/,Final Fantasy VII,Cloud,Cloud Strife,Batter Up!,0," [Batter Up!](/pmwiki/pmwiki.php/Main/BatterUp): One of his weapons is the Nail Bat, who can be found in the Temple of the Ancients or bought for 2800 gil at Junon after obtaining the Highwind.",/pmwiki/pmwiki.php/Main/BatterUp
