folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/FinalFantasy/FFVII/,NA,NA,NA,NA,51900,17935
../data/FinalFantasy/FFVII/,7,23,11,13,NA,NA
../data/FinalFantasy/FFVII/,0,0,0,0,NA,NA
../data/FinalFantasy/FFVII/,16,0,35,0,NA,NA
../data/FinalFantasy/FFVII/,2,13,4,15,NA,NA
../data/FinalFantasy/FFVII/,13,0,15,0,NA,NA
../data/FinalFantasy/FFVII/,4,119,2,4,NA,NA
../data/FinalFantasy/FFVII/,21,0,38,0,NA,NA
../data/FinalFantasy/FFVII/,31,0,83,0,NA,NA
../data/FinalFantasy/FFVII/,6,36,0,5,NA,NA
../data/FinalFantasy/FFVII/,22,0,28,0,NA,NA
../data/FinalFantasy/FFVII/,9,0,38,0,NA,NA
../data/FinalFantasy/FFVII/,11,13,11,13,NA,NA
../data/FinalFantasy/FFVII/,4,78,2,8,NA,NA
../data/FinalFantasy/FFVII/,5,19,27,32,NA,NA
../data/FinalFantasy/FFVII/,19,0,33,0,NA,NA
../data/FinalFantasy/FFVII/,9,0,29,0,NA,NA
../data/FinalFantasy/FFVII/,5,13,5,6,NA,NA
../data/FinalFantasy/FFVII/,22,0,28,0,NA,NA
../data/FinalFantasy/FFVII/,2,0,14,0,NA,NA
../data/FinalFantasy/FFVII/,0,0,14,0,NA,NA
../data/FinalFantasy/FFVII/,6,0,27,0,NA,NA
../data/FinalFantasy/FFVII/,39,0,47,0,NA,NA
../data/FinalFantasy/FFVII/,11,0,21,0,NA,NA
../data/FinalFantasy/FFVII/,7,6,5,3,NA,NA
../data/FinalFantasy/FFVII/,11,0,24,0,NA,NA
../data/FinalFantasy/FFVII/,0,6,0,0,NA,NA
../data/FinalFantasy/FFVII/,24,0,28,0,NA,NA
../data/FinalFantasy/FFVII/,4,35,4,9,NA,NA
../data/FinalFantasy/FFVII/,5,21,3,13,NA,NA
../data/FinalFantasy/FFVII/,1,3,18,5,NA,NA
../data/FinalFantasy/FFVII/,0,0,36,5,NA,NA
../data/FinalFantasy/FFVII/,18,0,29,0,NA,NA
../data/FinalFantasy/FFVII/,0,0,20,0,NA,NA
../data/FinalFantasy/FFVII/,2,10,3,3,NA,NA
../data/FinalFantasy/FFVII/,7,8,12,12,NA,NA
../data/FinalFantasy/FFVII/,24,0,34,0,NA,NA
../data/FinalFantasy/FFVII/,15,0,61,0,NA,NA
../data/FinalFantasy/FFVII/,3,0,5,0,NA,NA
../data/FinalFantasy/FFVII/,3,0,40,32,NA,NA
../data/FinalFantasy/FFVII/,4,43,1,11,NA,NA
../data/FinalFantasy/FFVII/,2,5,15,17,NA,NA
../data/FinalFantasy/FFVII/,5,16,5,8,NA,NA
../data/FinalFantasy/FFVII/,5,16,5,8,NA,NA
../data/FinalFantasy/FFVII/,3,0,7,0,NA,NA
../data/FinalFantasy/FFVII/,12,0,12,0,NA,NA
../data/FinalFantasy/FFVII/,4,0,7,0,NA,NA
../data/FinalFantasy/FFVII/,6,0,15,0,NA,NA
../data/FinalFantasy/FFVII/,48,0,72,0,NA,NA
../data/FinalFantasy/FFVII/,0,0,0,0,NA,NA
../data/FinalFantasy/FFVII/,3,26,4,0,NA,NA
../data/FinalFantasy/FFVII/,8,0,104,5,NA,NA
../data/FinalFantasy/FFVII/,13,0,44,1,NA,NA
../data/FinalFantasy/FFVII/,3,0,4,0,NA,NA
../data/FinalFantasy/FFVII/,0,5,0,0,NA,NA
../data/FinalFantasy/FFVII/,3,16,4,6,NA,NA
../data/FinalFantasy/FFVII/,3,12,4,13,NA,NA
../data/FinalFantasy/FFVII/,0,0,25,0,NA,NA
../data/FinalFantasy/FFVII/,12,0,99,7,NA,NA
../data/FinalFantasy/FFVII/,7,0,12,0,NA,NA
../data/FinalFantasy/FFVII/,0,7,0,0,NA,NA
../data/FinalFantasy/FFVII/,10,0,15,0,NA,NA
