folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/MassEffect/MassEffect2/,NA,NA,NA,NA,25410,19166
../data/MassEffect/MassEffect2/,8,0,18,0,NA,NA
../data/MassEffect/MassEffect2/,24,7,78,3,NA,NA
../data/MassEffect/MassEffect2/,0,0,364,51,NA,NA
../data/MassEffect/MassEffect2/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect2/,19,56,16,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,39,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,60,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,38,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,36,0,NA,NA
../data/MassEffect/MassEffect2/,14,0,18,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,73,0,NA,NA
../data/MassEffect/MassEffect2/,4,0,13,0,NA,NA
../data/MassEffect/MassEffect2/,15,0,94,10,NA,NA
../data/MassEffect/MassEffect2/,0,0,400,34,NA,NA
../data/MassEffect/MassEffect2/,23,0,64,7,NA,NA
../data/MassEffect/MassEffect2/,1,0,13,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,41,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,0,0,NA,NA
../data/MassEffect/MassEffect2/,34,0,575,0,NA,NA
../data/MassEffect/MassEffect2/,0,52,0,52,NA,NA
../data/MassEffect/MassEffect2/,0,0,23,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,7,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,7,0,NA,NA
../data/MassEffect/MassEffect2/,5,0,14,0,NA,NA
../data/MassEffect/MassEffect2/,6,0,12,0,NA,NA
../data/MassEffect/MassEffect2/,0,14,18,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,190,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,31,0,NA,NA
../data/MassEffect/MassEffect2/,2,0,8,0,NA,NA
../data/MassEffect/MassEffect2/,3,0,12,0,NA,NA
../data/MassEffect/MassEffect2/,0,16,0,1,NA,NA
../data/MassEffect/MassEffect2/,0,16,0,1,NA,NA
../data/MassEffect/MassEffect2/,1,0,18,0,NA,NA
../data/MassEffect/MassEffect2/,2,0,16,0,NA,NA
../data/MassEffect/MassEffect2/,1,0,17,0,NA,NA
../data/MassEffect/MassEffect2/,0,16,0,1,NA,NA
../data/MassEffect/MassEffect2/,0,13,11,0,NA,NA
../data/MassEffect/MassEffect2/,0,16,17,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,11,0,NA,NA
../data/MassEffect/MassEffect2/,0,0,11,0,NA,NA
