folder,series,game,from,to,frequency
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,-,-,2546
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,-,male,3506
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,male,-,4739
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,male,male,5251
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,-,playerChoice,523
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,playerChoice,male,311
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,-,female,1837
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,female,male,3253
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,male,female,3249
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,female,-,2552
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,female,female,1715
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,male,neutral,81
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,neutral,female,48
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,neutral,male,91
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,-,neutral,99
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,neutral,-,89
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,playerChoice,female,149
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,female,neutral,47
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,male,genderless,67
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,genderless,genderless,16
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,genderless,-,85
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,-,genderless,65
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,genderless,male,73
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,playerChoice,genderless,15
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,neutral,neutral,39
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,male,playerChoice,8
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,genderless,female,33
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,playerChoice,-,75
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,female,genderless,39
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,playerChoice,neutral,5
../data/FinalFantasy/FFXIV/,Final Fantasy,Final Fantasy XIV,neutral,genderless,1
