folder,game,VGDCName,TvTName,tropeName,subverted,tropeNotes,tropeURL
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,Above Good and Evil,0," [Above Good and Evil](/pmwiki/pmwiki.php/Main/AboveGoodAndEvil): Much more of the Nietzschean variety than the watered-down and definitely villainous version that currently constitutes the actual trope. When asked his feelings about opposing an enemy who is ""pure evil,"" Squall reflects that he's not so sure there's any such thing, considering good and evil to be largely a matter of perspective. This happens before the guiding hand of character development sets in, but even late in the game he remains motivated more by the desire to protect Rinoa and the rest of his friends than by any sense of ""the right thing to do.""",/pmwiki/pmwiki.php/Main/AboveGoodAndEvil
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,The Ace,0," [The Ace](/pmwiki/pmwiki.php/Main/TheAce): Handsome, brave, dedicated, considerably skilled and powerful, as well as an excellent commander and strategist in the making. He doesn't see himself as such however and has to overcome his insecurities to fully become the trope.",/pmwiki/pmwiki.php/Main/TheAce
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,The Aloner,0," [The Aloner](/pmwiki/pmwiki.php/Main/TheAloner): Briefly, in the end, sequence.  (SPOILER) He gets lost in time after defeating Ultimecia and wanders around aimlessly, alone, a fittingly ironic fate given his antisocial behavior earlier in the game. Fortunately, Rinoa manages to find him and they return to their time. ",/pmwiki/pmwiki.php/Main/TheAloner
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,Always Accurate Attack,0," [Always Accurate Attack](/pmwiki/pmwiki.php/Main/AlwaysAccurateAttack): He has maximum accuracy with every model of the gunblade, to the point that he's functionally immune to [Blind](/pmwiki/pmwiki.php/Main/StatusEffects). Squall just deals less damage instead of missing more often.",/pmwiki/pmwiki.php/Main/AlwaysAccurateAttack
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,Always Save the Girl,0," [Always Save the Girl](/pmwiki/pmwiki.php/Main/AlwaysSaveTheGirl):
QUOTE **Squall:** ""Rinoa... Even if you end up as the world's enemy, I'll... I'll be your knight.""
",/pmwiki/pmwiki.php/Main/AlwaysSaveTheGirl
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,Animal Motifs,0, [Animal Motifs](/pmwiki/pmwiki.php/Main/AnimalMotifs): Lions. He sees them as a symbol of pride and strength. This is why he always carries Griever around with him. He also has the symbol of a lion on his keychain and his jacket.,/pmwiki/pmwiki.php/Main/AnimalMotifs
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,Asskicking Leads to Leadership,0," [Asskicking Leads to Leadership](/pmwiki/pmwiki.php/Main/AsskickingLeadsToLeadership): Cid steps down as Headmaster and promotes him to Commander of SeeD specifically in order to change Garden from a school to an active fighting force against the sorceress. The decision is undoubtedly helped along by the fact that Cid already knows, courtesy of Edea, [that Squall is going to defeat Ultimecia in the future](/pmwiki/pmwiki.php/Main/StableTimeLoop).",/pmwiki/pmwiki.php/Main/AsskickingLeadsToLeadership
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,Badass Boast,0," [Badass Boast](/pmwiki/pmwiki.php/Main/BadassBoast): Squall asks Rinoa's father, a big-name General for one of the most powerful nations in the world, not to interfere with Squall's group's contractual obligations to Rinoa and her resistance movement. When said general asks what Squall and company will do if he does, Squall utters just two phrases in complete calm: ""We're all SeeDs here. We'll act accordingly"". Cue all of his comrades behind him standing up straight in defiance, until Irvine manages to break the tension.",/pmwiki/pmwiki.php/Main/BadassBoast
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,Badass Driver,0, [Badass Driver](/pmwiki/pmwiki.php/Main/BadassDriver): Squall hijacks a top-down car during the disc one finale and speeds up to square-off against his [Rival Turned Evil](/pmwiki/pmwiki.php/Main/RivalTurnedEvil) and the (literal) [Disc-One Final Boss](/pmwiki/pmwiki.php/Main/DiscOneFinalBoss).,/pmwiki/pmwiki.php/Main/BadassDriver
../data/FinalFantasy/FFVIII/,Final Fantasy VIII,Squall Leonhart,Squall Leonhart,Because Destiny Says So,0," [Because Destiny Says So](/pmwiki/pmwiki.php/Main/BecauseDestinySaysSo): Cid uses this reasoning (vis-a-vis a [Stable Time Loop](/pmwiki/pmwiki.php/Main/StableTimeLoop)) for appointing Squall commander of Garden, despite the fact that Squall was a cadet a very short time ago and there are far more experienced SeeDs in Garden.",/pmwiki/pmwiki.php/Main/BecauseDestinySaysSo
