folder,game,VGDCName,TvTName,tropeName,subverted,tropeNotes,tropeURL
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,A God Is You,0," [A God Is You](/pmwiki/pmwiki.php/Main/AGodIsYou):  (SPOILER) By the end of Shivering Isles, they assume the name and office of Sheogorath, Daedric Prince of Madness, with the former Sheogorath's blessing. In gameplay, they're still decidedly mortal, aside from the power to change the weather in the Shivering Isles. ",/pmwiki/pmwiki.php/Main/AGodIsYou
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,Ambiguous Gender,0," [Ambiguous Gender](/pmwiki/pmwiki.php/Main/AmbiguousGender): Although most promotional materials depict them as an Imperial male, the Hero's gender (and race) is left up to the player's discretion.  (SPOILER) After completing the Shivering Isles DLC, the Hero basically mantles Sheogorath, whereupon the concept of gender becomes irrelevant as Daedric Princes are technically genderless and can assume whichever form they want. ",/pmwiki/pmwiki.php/Main/AmbiguousGender
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,Ambiguously Human,0," [Ambiguously Human](/pmwiki/pmwiki.php/Main/AmbiguouslyHuman): A normal man, mer or even [Beast Man](/pmwiki/pmwiki.php/Main/BeastMan) at the beginning of the game.  (SPOILER) After assuming the mantle of Sheogorath, even Jyggalag is uncertain whether to call you mortal or god. ",/pmwiki/pmwiki.php/Main/AmbiguouslyHuman
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,Anti-Hero,0," [Anti-Hero](/pmwiki/pmwiki.php/Main/AntiHero): If played with high infamy. *Skyrim* further implies that  (SPOILER) the player character canonically became Sheogorath, dropping small hints that they may also have been involved with the Dark Brotherhood questline (they mention a severed head) and Thieves Guild (they mention a fox). ",/pmwiki/pmwiki.php/Main/AntiHero
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,The Archmage,0," [The Archmage](/pmwiki/pmwiki.php/Main/TheArchmage): Players in the Mages Guild will gain the title of Archmage. And a wide variety of magical powers can be obtained during play. And, as with other skills, others in the world will comment on the Hero of Kvatch's magical talents if they are high enough.",/pmwiki/pmwiki.php/Main/TheArchmage
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,Ascend to a Higher Plane of Existence,0, [Ascend to a Higher Plane of Existence](/pmwiki/pmwiki.php/Main/AscendToAHigherPlaneOfExistence):  (SPOILER) Becomes the new Daedric Prince of Madness after the events of the Shivering Isles .,/pmwiki/pmwiki.php/Main/AscendToAHigherPlaneOfExistence
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,The Atoner,0," [The Atoner](/pmwiki/pmwiki.php/Main/TheAtoner): You can play as one, by gaining infamy (especially with the Dark Brotherhood), then going on a pilgrimage or undertaking the Knights of the Nine DLC to remove it. As a Knight of the Nine, the Hero will be stripped of all holy relics should they gain enough Infamy (i.e. more than two points), and must go on another pilgrimage to be absolved of their sins in order to wear them again.",/pmwiki/pmwiki.php/Main/TheAtoner
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,Badass Normal,1," [Badass Normal](/pmwiki/pmwiki.php/Main/BadassNormal): Comes over as this compared the player characters from *Morrowind* and *Skyrim*. The player character from *Morrowind* is the Nerevarine, the reincarnation of an ancient legendary general, while the player character from *Skyrim* is the Dragonborn, a mortal with access to the reality warping ancient language of the dragons. The only peculiarity this character has, is that they happen to be at the right place at the right time to meet the emperor and set in motion the chain of events leading to the defeat of Mehrunes Dagon. Apart from this, there is nothing setting them apart from other people. However, this does not stop them from marching into Oblivion and killing hordes of Daedra.  (SPOILER) They subvert this trope after [becoming the new Daedric Prince of Madness](/pmwiki/pmwiki.php/Main/EmpoweredBadassNormal). ",/pmwiki/pmwiki.php/Main/BadassNormal
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,Brutal Honesty,0," [Brutal Honesty](/pmwiki/pmwiki.php/Main/BrutalHonesty): Some dialogue options in this vein exist. For example, when Savlian Matius asks them whether they found the Count of Kvatch, they can respond he was ""lying face down in a pool of his own blood"".",/pmwiki/pmwiki.php/Main/BrutalHonesty
../data/ElderScrolls/Oblivion/,The Elder Scrolls IV: Oblivion,The Champion of Cyrodiil,The Champion of Cyrodiil,The Call Knows Where You Live,0," [The Call Knows Where You Live](/pmwiki/pmwiki.php/Main/TheCallKnowsWhereYouLive): It's implied that no-one, not even the Champion, seems to know exactly why they were in that prison cell at the beginning of the game. Martin Septim believes that this was no mere coincidence.",/pmwiki/pmwiki.php/Main/TheCallKnowsWhereYouLive
