folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/FinalFantasy/FFX_B/,NA,NA,NA,NA,22292,10202
../data/FinalFantasy/FFX_B/,0,0,44,36,NA,NA
../data/FinalFantasy/FFX_B/,11,21,0,0,NA,NA
../data/FinalFantasy/FFX_B/,140,178,0,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,0,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,47,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,7,0,NA,NA
../data/FinalFantasy/FFX_B/,0,7,0,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,285,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,20,0,NA,NA
../data/FinalFantasy/FFX_B/,27,0,30,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,544,248,NA,NA
../data/FinalFantasy/FFX_B/,0,0,171,42,NA,NA
../data/FinalFantasy/FFX_B/,4,0,4,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,249,196,NA,NA
../data/FinalFantasy/FFX_B/,0,0,23,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,70,0,NA,NA
../data/FinalFantasy/FFX_B/,7,0,11,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,53,0,NA,NA
../data/FinalFantasy/FFX_B/,4,0,10,0,NA,NA
../data/FinalFantasy/FFX_B/,0,7,0,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,322,259,NA,NA
../data/FinalFantasy/FFX_B/,10,15,1,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,37,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,122,39,NA,NA
../data/FinalFantasy/FFX_B/,0,0,490,66,NA,NA
../data/FinalFantasy/FFX_B/,0,0,193,22,NA,NA
../data/FinalFantasy/FFX_B/,0,0,38,11,NA,NA
../data/FinalFantasy/FFX_B/,0,0,23,10,NA,NA
../data/FinalFantasy/FFX_B/,0,0,285,154,NA,NA
../data/FinalFantasy/FFX_B/,0,0,139,124,NA,NA
../data/FinalFantasy/FFX_B/,0,0,2,1,NA,NA
../data/FinalFantasy/FFX_B/,0,0,17,9,NA,NA
../data/FinalFantasy/FFX_B/,0,0,146,34,NA,NA
../data/FinalFantasy/FFX_B/,0,0,156,85,NA,NA
../data/FinalFantasy/FFX_B/,4,0,5,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,12,12,NA,NA
../data/FinalFantasy/FFX_B/,0,0,6,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,16,16,NA,NA
../data/FinalFantasy/FFX_B/,0,0,110,68,NA,NA
../data/FinalFantasy/FFX_B/,0,0,224,26,NA,NA
../data/FinalFantasy/FFX_B/,0,0,92,34,NA,NA
../data/FinalFantasy/FFX_B/,31,37,0,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,412,172,NA,NA
../data/FinalFantasy/FFX_B/,0,0,146,15,NA,NA
../data/FinalFantasy/FFX_B/,6,0,6,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,136,10,NA,NA
../data/FinalFantasy/FFX_B/,0,0,714,191,NA,NA
../data/FinalFantasy/FFX_B/,0,0,539,314,NA,NA
../data/FinalFantasy/FFX_B/,0,0,277,184,NA,NA
../data/FinalFantasy/FFX_B/,0,0,264,51,NA,NA
../data/FinalFantasy/FFX_B/,0,0,25,18,NA,NA
../data/FinalFantasy/FFX_B/,0,0,46,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,0,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,10,5,NA,NA
../data/FinalFantasy/FFX_B/,0,0,46,25,NA,NA
../data/FinalFantasy/FFX_B/,0,0,48,7,NA,NA
../data/FinalFantasy/FFX_B/,0,0,13,0,NA,NA
../data/FinalFantasy/FFX_B/,12,0,13,0,NA,NA
../data/FinalFantasy/FFX_B/,0,0,731,523,NA,NA
