folder,series,game,from,to,frequency
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,-,-,315
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,-,male,1672
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,male,-,1738
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,male,male,2068
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,male,female,1524
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,female,-,917
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,-,female,935
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,female,male,1569
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,female,female,529
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,male,neutral,1
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,neutral,female,1
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,-,neutral,6
../data/FinalFantasy/FFVII_Remake/,Final Fantasy,Final Fantasy VII Remake,neutral,-,6
