folder,game,VGDCName,TvTName,tropeName,subverted,tropeNotes,tropeURL
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,Adaptational Badass,0," [Adaptational Badass](/pmwiki/pmwiki.php/Main/AdaptationalBadass): Cloud and company are noticeably a lot stronger from the start, able to fight at levels that go far beyond what their 1997 selves were capable of around the same time frame. For example, Reno from the original game's Sector 7 plate showdown managed to hold off Cloud, Barret and Tifa all by himself and even left under his own power, whereas in the remake, he not only has to rely on Rude for backup, but gets beaten up so badly that he has to be carried out by the end of the encounter. This upgrade in the heroes' fighting prowess eventually becomes a plot point,  (SPOILER) as defeating the all-powerful Arbiters of Fate opens up the future for the protagonists to overcome problems they couldn't before. Or mess them up worse . Likewise,  (SPOILER) while it's argued that being able to beat Safer Sephiroth at the end of the original suggests they can take down a being that can destroy a solar system (since his limit break, Supernova, involves the illusory destruction of the Solar System), by taking down the Arbiters of Fate, within the first fourth to third of the story, they've essentially shown the capacity to beat destiny itself . Another display of adaptational prowess is the fact that, while it took the entire party together to defeat  (SPOILER) Sephiroth in the original game, this time just five of them are already enough to fight and push him to a corner .",/pmwiki/pmwiki.php/Main/AdaptationalBadass
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,Adaptational Heroism,0," [Adaptational Heroism](/pmwiki/pmwiki.php/Main/AdaptationalHeroism): More like adaptational lack of [Anti-Heroism](/pmwiki/pmwiki.php/Main/AntiHero), but, as opposed to the initial Bombing Run involving the reactor being destroyed by Avalanche's bomb, it only destroyed that smaller one inside, with the entire reactor's destruction being Shinra framing them.",/pmwiki/pmwiki.php/Main/AdaptationalHeroism
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,An Adventurer Is You,0," [An Adventurer Is You](/pmwiki/pmwiki.php/Main/AnAdventurerIsYou): Each of the characters has a distinct role in battle, reflected in their unique mechanics and weapon types:<ul>
-   Cloud is a [Mighty Glacier](/pmwiki/pmwiki.php/Main/MightyGlacier), unleashing powerful but slow attacks on enemies, and his unique mechanic lets him use Punisher Mode to decrease his movement speed for a boost in damage output and countering blocked melee attacks. His normal attacks cover a large area around him, especially in Punisher Mode, letting him handle groups of enemies easier, and his unique abilities are just various extra-powerful attacks to heighten his offensive potential. As he's the main character and is [not removable from the party](/pmwiki/pmwiki.php/Main/CantDropTheHero) in most circumstances, he's also a [Jack of All Stats](/pmwiki/pmwiki.php/Main/JackOfAllStats) who doesn't need as much micromanagement of unique mechanics and is easy to play as, but he's a [Master of None](/pmwiki/pmwiki.php/Main/MasterOfNone) who struggles to do well in fights with enemies that resist melee damage and/or don't use physical attacks that he can reliably counter.
-   Barret is a [Long-Range Fighter](/pmwiki/pmwiki.php/Main/LongRangeFighter), able to use his gun-arm to attack enemies from distance (though he has a few melee weapons). His unique mechanic Overcharge lets him unleash a massive barrage of gunfire, but it has a long cooldown he can hasten with the Recharge command; his normal attacks also have him stop to recharge his gun-arm every couple of seconds, so players can use the Recharge command to refresh his normal attacks and Overcharge at once, giving a sort of rhythm to his attack patterns. His ranged ATB skills consume all charges he currently has, but they deal more hits when he has two charges to expend instead of one. He also has elements of a [Stone Wall](/pmwiki/pmwiki.php/Main/StoneWall), with unique abilities to draw damage away from allies and reducing the damage he takes, and he has the highest natural HP.
-   Tifa is a [Glass Cannon](/pmwiki/pmwiki.php/Main/GlassCannon) who relies on [Combos](/pmwiki/pmwiki.php/Main/Combo) of kicks and punches to quickly build up an enemy's stagger gauge as well as her ATB bar. Using Tifa's default ATB ability Unbridled Strength increases her chi level, boosting the power of her attacks and upgrading her unique attack Whirlwind Uppercut to Omnistrike, and then to Rise &amp; Fall; each of these increases the stagger damage bonus against enemies, but the higher-level attacks consume chi to use. Her ATB skills also provide opportunities to combo into each other, helped by her unique attacks and her rapid-fire normal attacks quickly charging her ATB gauge, letting Tifa unleash a barrage of blows with proper technique and a bit of prep work. However, unlike other fighters, she doesn't have many defensive options, and her HP and Vitality growth are only slightly better than Aerith's, so she's not very durable.
-   Aerith is a [Squishy Wizard](/pmwiki/pmwiki.php/Main/SquishyWizard) who attacks from range by firing [Energy Balls](/pmwiki/pmwiki.php/Main/EnergyBall), thus her default attack is considered magic damage and she is the only character with such a status. She has the highest natural MP and Magic of the group, making her the best fit to be focused as a mage, but of course she has the lowest natural HP and Vitality. She's also a [Support Party Member](/pmwiki/pmwiki.php/Main/SupportPartyMember) with unique abilities related to [Field Power Effects](/pmwiki/pmwiki.php/Main/FieldPowerEffect), such as a shield that blocks incoming projectiles or wards that let party members in them dualcast offensive spells or absorb Aerith's ATB to increase their own. Her unique attack is Tempest, a magic attack that Aerith can charge for much greater power and area-of-effect damage.
-   Red XIII is a [Jack of All Stats](/pmwiki/pmwiki.php/Main/JackOfAllStats) who focuses on [Gathering Steam](/pmwiki/pmwiki.php/Main/GatheringSteam). As he blocks damage his Vengeance Gauge builds up, and he can activate Vengeance Mode for a stat boost and a unique attack that damages enemies and heals him, but the power-up only lasts until the Vengeance Gauge depletes. Being in Vengeance Mode also powers up his ATB skills and turns him into a [Lightning Bruiser](/pmwiki/pmwiki.php/Main/LightningBruiser) that can strike hard and fast, and he can build up stagger almost as well as Tifa. He also has elements of a [Support Party Member](/pmwiki/pmwiki.php/Main/SupportPartyMember), as several of his ATB skills let him consume the Vengeance Gauge to support his allies, and because Vengeance Mode encourages him to take damage to charge it up, he has aspects of a [Mighty Glacier](/pmwiki/pmwiki.php/Main/MightyGlacier) to help him tank damage easier.
-   Yuffie is a [Magic Knight](/pmwiki/pmwiki.php/Main/MagicKnight) and a ninja-themed [Mage Marksman](/pmwiki/pmwiki.php/Main/MageMarksman). She can use both melee attacks and magical attacks via her Ninjutsu, which she can imbue with an element, and her Attack and Magic Attack are both decent, allowing her to deal reliable damage to enemies that resist physical or magical attacks and hit elemental weaknesses to pressure enemies. However she has mediocre defenses and poor HP, and her stronger ATB skills are circumstantial and rely on her having a lot of ATB to spend, so she's more reliant than others on charging her ATB gauge to help her damage output, and she's the only character who needs United Refocus active to utilize one of her ATB skills. She's also a bit of a selfish character, as she learns no support abilities that let her help her allies.
-   Cait Sith is a [Mechanically Unusual Fighter](/pmwiki/pmwiki.php/Main/MechanicallyUnusualFighter) [Support Party Member](/pmwiki/pmwiki.php/Main/SupportPartyMember). His base ATB skill summons his Moogle to help him out, and Cait can either ride the moogle to fight with it or jump off to fight on his own while the Moogle tanks damage and draws aggro away from him and his allies, as Cait is very fragile on his own. His other ATB skills have random effects, or need his Moogle out to be used and have more varied offensive attacks, including one that takes advantage of the Moogle being disposable by having it self-destruct. He also incorporates aspects of a [Critical Hit Class](/pmwiki/pmwiki.php/Main/CriticalHitClass); many of his weapons have a support ability that boosts his Luck by 100 points when riding on his Moogle, and he has an ATB skill that increases the party's critical hit rate. Finally, he has a unique skill that lets him briefly call out the Summon he's equipped with to use one of their normal commands, a feature that allows a lot of versatility in how it can be used but repeated uses take longer and the ability still isn't as strong as when the summon is called normally.</ul>",/pmwiki/pmwiki.php/Main/AnAdventurerIsYou
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,Art Evolution,0," [Art Evolution](/pmwiki/pmwiki.php/Main/ArtEvolution): In stark contrast to the original game's blocky, anime art style, *Remake* goes with the stylized realistic look that the *Final Fantasy* series has been rolling with ever since *VIII*. Characters overall have had their designs overhauled or updated to fit with the new style, as well, and the end result is something that lies at around the midpoint between characters' original designs and the designs they were subsequently given in the *Compliation*.<ul>
-   Cloud's outfit, rather than being the darker purple it was in the original game, is now mostly pure black. His famous [Anime Hair](/pmwiki/pmwiki.php/Main/AnimeHair) has also been toned down to be a bit more realistic, though it's still obviously there.
-   Barret has had a *massive* wardrobe update. While his vest is still ripped at the sleeves, it now looks more stylized rather than improvised. He has more tactical gear added to him, like a bulletproof vest and some cargo clothing, as well as an overhaul of how his [Arm Cannon](/pmwiki/pmwiki.php/Main/ArmCannon) is attached. In the original game, it was seamlessly attached to the end of his arm. Here, it has a large cloth covering to hide the spot where his gun connects to his arm.
-   Tifa has had her overall design made to look a bit more sporty. She now wears stockings, she wears a proper gauntlet on one of her arms rather than just an elbow pad, and she now wears a sports bra beneath her shirt.
-   Aerith has seen only subtle changes, as opposed to the overhauls of other characters, mainly in regards to her jewelry. The original game had her wearing some large metal bracelets, whereas here she now wears two sets of three more colorful bracelets. Her dress has also been given some additional details toward the bottom.
-   Yuffie's signature arm cover is now segmented to resemble armor, rather than just being one large piece of clothing. She now wears a holster on one leg and now also wears a belt, too.</ul>",/pmwiki/pmwiki.php/Main/ArtEvolution
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,"Balance, Power, Skill, Gimmick",0," [Balance, Power, Skill, Gimmick](/pmwiki/pmwiki.php/Main/BalancePowerSkillGimmick):<ul>
-   *Remake*: Cloud is the balance, with a solid spread of stats and abilities. Barret, the power who is geared towards bringing overwhelming offensive force down on enemies. Tifa is the skill, she is equipped to bring enemies down into pressure status the fastest and capitalize on it with her unique attacks. Aerith is the gimmick, uniquely she is the party's dedicated mage who has specialized techniques to facilitate more magical playstyles.
-   *Rebirth*: The second game adds Yuffie as another Balance with her even spread of stats and abilities, like Cloud. Barret is still the only Power, but Red XIII is added as another Skill alongside Tifa with his Vengeance mechanic requiring use of blocking as another type of resource management. Cait Sith joins Aerith in Gimmick, in that he gets new abilities when mounting his moogle and his playstyle changes, and in general his abilities rely on setting traps or using luck.</ul>",/pmwiki/pmwiki.php/Main/BalancePowerSkillGimmick
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,Birds of a Feather,0," [Birds of a Feather](/pmwiki/pmwiki.php/Main/BirdsOfAFeather): In contrast to the guys, Aerith and Tifa hit it off immediately. However, the game makes it clear that this is not the cliché ""[Women Are Wiser](/pmwiki/pmwiki.php/Main/WomenAreWiser)"" trope at work, rather the two women just click with each other.",/pmwiki/pmwiki.php/Main/BirdsOfAFeather
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,Character Check,0," [Character Check](/pmwiki/pmwiki.php/Main/CharacterCheck): A lot of the characters are moved closer to a more fleshed-out version of their original characterization, as opposed to their [Flanderized](/pmwiki/pmwiki.php/Main/Flanderization) versions from later.",/pmwiki/pmwiki.php/Main/CharacterCheck
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,Costume Evolution,0, [Costume Evolution](/pmwiki/pmwiki.php/Main/CostumeEvolution): All characters have their [Iconic Outfit](/pmwiki/pmwiki.php/Main/IconicOutfit) updated for *Remake*.,/pmwiki/pmwiki.php/Main/CostumeEvolution
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,"Damager, Healer, Tank",0," [Damager, Healer, Tank](/pmwiki/pmwiki.php/Main/DamagerHealerTank):<ul>
-   *Remake*:Tifa's a Damager, Aerith's a Healer/Mage, and Barret's a Tank. Cloud is [whatever's best in the current situation](/pmwiki/pmwiki.php/Main/JackOfAllTrades) - normally acting as a Damager/Tank but can also function as a healer in a pinch.
-   *Rebirth*: In addition to the above, *Rebirth* adds Yuffie as a Damager, Cait Sith as a Healer/Mage, and Red XIII as a Tank.</ul>",/pmwiki/pmwiki.php/Main/DamagerHealerTank
../data/FinalFantasy/FFVII_Remake/,Final Fantasy VII Remake,General,General,Dream Team,0," [Dream Team](/pmwiki/pmwiki.php/Main/DreamTeam): The party is made of a top rank [Super-Soldier](/pmwiki/pmwiki.php/Main/SuperSoldier), a human weapons platform, one of the finest martial artists in the world, the greatest sorceress in the world and a legendary beast. It's no wonder, it took less than half the party to become Midgar's gladiatorial champions.",/pmwiki/pmwiki.php/Main/DreamTeam
