folder,game,VGDCName,TvTName,tropeName,subverted,tropeNotes,tropeURL
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,Child of Two Worlds,0," [Child of Two Worlds](/pmwiki/pmwiki.php/Main/ChildOfTwoWorlds): In the 3D version (SPOILER)  it's revealed that the party were born on the surface world and came to the floating continent with Cid Haze as a consequence of Xande unleashing the flood of darkness. However, this is [not touched upon later in the game](/pmwiki/pmwiki.php/Main/AbortedArc) outside of unused text hinting at Ingus' hometown and that Luneth remembers the airship crash. ",/pmwiki/pmwiki.php/Main/ChildOfTwoWorlds
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,The Chosen Many,0, [The Chosen Many](/pmwiki/pmwiki.php/Main/TheChosenMany): Four kids were chosen by the crystals to save the world.,/pmwiki/pmwiki.php/Main/TheChosenMany
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,Color-Coded Characters,0," [Color-Coded Characters](/pmwiki/pmwiki.php/Main/ColorCodedCharacters): The four starting Onion Knights have differing color palettes to set them apart, the colors being red, blue, green and another red (though occasionally appearing purple on the menu). The DS version[pays tribute](/pmwiki/pmwiki.php/Main/MythologyGag) to this by color-coding the party members in the opposite order from the Famicom lineup while *[Dissidia Final Fantasy NT](/pmwiki/pmwiki.php/VideoGame/DissidiaFinalFantasyNT)* would give Onion Knight palettes based on three of the four Onion Knights. Averted with the manga heroes as their color palettes change on each manga cover.",/pmwiki/pmwiki.php/Main/ColorCodedCharacters
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,Conveniently an Orphan,0, [Conveniently an Orphan](/pmwiki/pmwiki.php/Main/ConvenientlyAnOrphan): Something all three groups have in common is that they're orphans and they're chosen by the crystals. The 3D version both [lampshades](/pmwiki/pmwiki.php/Main/LampshadeHanging) and somewhat justifies it by revealing that  (SPOILER)  the warriors are not native to the Floating Continent and came from the surface world .,/pmwiki/pmwiki.php/Main/ConvenientlyAnOrphan
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,Depending on the Writer,0," [Depending on the Writer](/pmwiki/pmwiki.php/Main/DependingOnTheWriter): Whether or not the characters from the 3D version or *Dissidia*'s interpretation based on the Famicom originals are the canon protagonists varies. Material pertaining to *III* directly will use the 3D version's protagonists while crossovers such as *Dissidia* or *Theatrhythm* will use Onion Knight. It gets particularly odd in mobages such as *Brave Exivus* or *Record Keeper* where you can use both the 3D version's protagonists *and* Onion Knight, though *Record Keeper* does acknowledge it in [special dialogue](/pmwiki/pmwiki.php/Main/EasterEgg) and Onion Knights' soul breaks. Meanwhile, the manga uses its own set of characters, although that's justified given how early it was made.",/pmwiki/pmwiki.php/Main/DependingOnTheWriter
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,Divergent Character Evolution,0," [Divergent Character Evolution](/pmwiki/pmwiki.php/Main/DivergentCharacterEvolution): The original Onion Knights did not have distinct personalities nor any defining characteristics outside of their armor color, which became irrelevant as soon as Jobs became available. The manga diverged them into three boys and one girl, each with distinct appearances and quirks while dropping the Onion Knight motif. The DS version followed suit with its protagonists who were differentiated even further with wardrobes that carried over into the design of their job outfits and having two of the four orphans not end up in Topapa's care. Meanwhile, the Onion Knight seen in *Dissidia*, whilst still based on the original Famicom heroes, is a character in his own right and has his own identity beyond any of the other protagonists.",/pmwiki/pmwiki.php/Main/DivergentCharacterEvolution
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,Inconsistent Coloring,1," [Inconsistent Coloring](/pmwiki/pmwiki.php/Main/InconsistentColoring):<ul>
-   The fourth Onion Knight: His armor is the same shade of red as the first, yellow
-   The manga protagonists tend to have different color schemes across the few colored illustrations they get (such as Muuchi's hair being brown in some illustrations and black in others). Doug is probably the most extreme example, usually being blond and having an association with green and yellow except in at least one case where his hair is silver and his clothes are blue and yellow.
-   Subverted with Luneth: [Onion Knight's](/pmwiki/pmwiki.php/VideoGame/DissidiaFinalFantasy) *Luneth* costume associates him with the color blue rather than the usual purple, likely to make him a [Composite Character](/pmwiki/pmwiki.php/Main/CompositeCharacter) with the unnamed warrior from the artwork of the original version of III <sup>note </sup>  When Onion Knight got a proper version of a costume based on said artwork character in *Duodecim*, it used a black outfit variant based on a certain art piece . However both the Japanese name of the costume and Onion Knight's personality hint that, while invocative of him, it isn't actually Luneth.</ul>",/pmwiki/pmwiki.php/Main/InconsistentColoring
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,Inconsistent Spelling,0," [Inconsistent Spelling](/pmwiki/pmwiki.php/Main/InconsistentSpelling): Their title's exact phrasing varies between ""Warriors of Light"" and ""Warriors of *the* Light"", depending on the translation.",/pmwiki/pmwiki.php/Main/InconsistentSpelling
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,Kid Hero,0," [Kid Hero](/pmwiki/pmwiki.php/Main/KidHero): Their youth is remarked upon several times, though never specifically given. The DS and manga protagonists are more closer to teenagers than children, although the party in general is still among the youngest in a *Final Fantasy* game <sup>note </sup>  For reference's sake: Zidane is the second youngest FF main character at age 16. Muuchi, from the manga, is age 15 and Luneth and Onion Knight are implied to be around that age, if not younger .",/pmwiki/pmwiki.php/Main/KidHero
../data/FinalFantasy/FFIII/,Final Fantasy III,In General,In General,Light Is Good,0, [Light Is Good](/pmwiki/pmwiki.php/Main/LightIsGood): As counterparts to the equally-benevolent [Warriors of Darkness](/pmwiki/pmwiki.php/Main/DarkIsNotEvil).,/pmwiki/pmwiki.php/Main/LightIsGood
