folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/ElderScrolls/Daggerfall/,NA,NA,NA,NA,7856,3417
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,7,0,63,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,34,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,9,0,12,0,NA,NA
../data/ElderScrolls/Daggerfall/,7,0,18,0,NA,NA
../data/ElderScrolls/Daggerfall/,23,0,40,0,NA,NA
../data/ElderScrolls/Daggerfall/,4,0,54,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,21,0,NA,NA
../data/ElderScrolls/Daggerfall/,5,0,55,0,NA,NA
../data/ElderScrolls/Daggerfall/,9,0,28,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,18,0,28,0,NA,NA
../data/ElderScrolls/Daggerfall/,7,0,50,0,NA,NA
../data/ElderScrolls/Daggerfall/,23,0,33,0,NA,NA
../data/ElderScrolls/Daggerfall/,2,0,35,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,30,0,57,0,NA,NA
../data/ElderScrolls/Daggerfall/,24,0,40,0,NA,NA
../data/ElderScrolls/Daggerfall/,10,0,13,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,39,0,43,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,39,0,NA,NA
../data/ElderScrolls/Daggerfall/,24,0,46,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,46,0,54,0,NA,NA
../data/ElderScrolls/Daggerfall/,15,0,21,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,36,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,20,0,25,0,NA,NA
../data/ElderScrolls/Daggerfall/,6,0,44,0,NA,NA
../data/ElderScrolls/Daggerfall/,17,0,121,0,NA,NA
../data/ElderScrolls/Daggerfall/,20,0,38,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,52,0,NA,NA
../data/ElderScrolls/Daggerfall/,1,0,41,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,47,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,19,0,NA,NA
../data/ElderScrolls/Daggerfall/,51,0,66,0,NA,NA
../data/ElderScrolls/Daggerfall/,15,0,53,0,NA,NA
../data/ElderScrolls/Daggerfall/,66,0,78,0,NA,NA
../data/ElderScrolls/Daggerfall/,22,0,52,0,NA,NA
../data/ElderScrolls/Daggerfall/,22,0,65,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,29,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,30,0,32,0,NA,NA
../data/ElderScrolls/Daggerfall/,30,0,32,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,10,0,34,0,NA,NA
../data/ElderScrolls/Daggerfall/,19,0,50,0,NA,NA
../data/ElderScrolls/Daggerfall/,15,0,41,0,NA,NA
../data/ElderScrolls/Daggerfall/,17,0,27,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,10,0,34,0,NA,NA
../data/ElderScrolls/Daggerfall/,10,0,88,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,22,0,23,0,NA,NA
../data/ElderScrolls/Daggerfall/,12,0,45,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,12,0,78,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,38,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,29,0,NA,NA
../data/ElderScrolls/Daggerfall/,29,0,68,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,38,0,NA,NA
../data/ElderScrolls/Daggerfall/,15,0,47,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,30,0,32,0,NA,NA
../data/ElderScrolls/Daggerfall/,20,0,46,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,34,0,NA,NA
../data/ElderScrolls/Daggerfall/,18,0,29,0,NA,NA
../data/ElderScrolls/Daggerfall/,16,0,29,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,48,0,NA,NA
../data/ElderScrolls/Daggerfall/,6,0,101,0,NA,NA
../data/ElderScrolls/Daggerfall/,36,0,69,0,NA,NA
../data/ElderScrolls/Daggerfall/,7,0,71,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,22,0,31,0,NA,NA
../data/ElderScrolls/Daggerfall/,6,0,42,0,NA,NA
../data/ElderScrolls/Daggerfall/,17,0,84,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,7,0,54,0,NA,NA
../data/ElderScrolls/Daggerfall/,5,0,86,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,28,0,13,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,35,0,40,0,NA,NA
../data/ElderScrolls/Daggerfall/,7,0,108,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,43,0,48,0,NA,NA
../data/ElderScrolls/Daggerfall/,17,0,62,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,11,0,NA,NA
../data/ElderScrolls/Daggerfall/,3,0,43,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,15,0,36,0,NA,NA
../data/ElderScrolls/Daggerfall/,6,0,122,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,46,0,77,0,NA,NA
../data/ElderScrolls/Daggerfall/,9,0,35,0,NA,NA
../data/ElderScrolls/Daggerfall/,65,0,70,0,NA,NA
../data/ElderScrolls/Daggerfall/,11,0,60,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,9,0,109,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,112,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,100,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,19,0,36,0,NA,NA
../data/ElderScrolls/Daggerfall/,6,0,38,0,NA,NA
../data/ElderScrolls/Daggerfall/,33,0,35,0,NA,NA
../data/ElderScrolls/Daggerfall/,17,0,58,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,31,0,32,0,NA,NA
../data/ElderScrolls/Daggerfall/,2,0,74,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,33,0,66,0,NA,NA
../data/ElderScrolls/Daggerfall/,11,0,44,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,25,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,53,0,NA,NA
../data/ElderScrolls/Daggerfall/,20,0,20,0,NA,NA
../data/ElderScrolls/Daggerfall/,20,0,27,0,NA,NA
../data/ElderScrolls/Daggerfall/,25,0,70,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,12,0,121,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,72,0,NA,NA
../data/ElderScrolls/Daggerfall/,21,0,30,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,12,0,61,0,NA,NA
../data/ElderScrolls/Daggerfall/,10,0,37,0,NA,NA
../data/ElderScrolls/Daggerfall/,11,0,40,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,53,0,NA,NA
../data/ElderScrolls/Daggerfall/,25,0,61,0,NA,NA
../data/ElderScrolls/Daggerfall/,17,0,45,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,35,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,63,0,NA,NA
../data/ElderScrolls/Daggerfall/,10,0,57,0,NA,NA
../data/ElderScrolls/Daggerfall/,15,0,32,0,NA,NA
../data/ElderScrolls/Daggerfall/,9,0,26,0,NA,NA
../data/ElderScrolls/Daggerfall/,16,0,19,0,NA,NA
../data/ElderScrolls/Daggerfall/,20,0,40,0,NA,NA
../data/ElderScrolls/Daggerfall/,29,0,43,0,NA,NA
../data/ElderScrolls/Daggerfall/,10,0,23,0,NA,NA
../data/ElderScrolls/Daggerfall/,69,0,73,0,NA,NA
../data/ElderScrolls/Daggerfall/,24,0,81,0,NA,NA
../data/ElderScrolls/Daggerfall/,43,0,58,0,NA,NA
../data/ElderScrolls/Daggerfall/,18,0,60,0,NA,NA
../data/ElderScrolls/Daggerfall/,59,0,63,0,NA,NA
../data/ElderScrolls/Daggerfall/,25,0,55,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,28,0,28,0,NA,NA
../data/ElderScrolls/Daggerfall/,23,0,43,0,NA,NA
../data/ElderScrolls/Daggerfall/,70,0,83,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,57,0,NA,NA
../data/ElderScrolls/Daggerfall/,31,0,43,0,NA,NA
../data/ElderScrolls/Daggerfall/,11,0,18,0,NA,NA
../data/ElderScrolls/Daggerfall/,9,0,78,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,38,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,58,0,61,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,51,0,NA,NA
../data/ElderScrolls/Daggerfall/,60,0,71,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,65,0,NA,NA
../data/ElderScrolls/Daggerfall/,5,0,16,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,31,0,36,0,NA,NA
../data/ElderScrolls/Daggerfall/,6,0,146,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,38,0,NA,NA
../data/ElderScrolls/Daggerfall/,48,0,64,0,NA,NA
../data/ElderScrolls/Daggerfall/,12,0,31,0,NA,NA
../data/ElderScrolls/Daggerfall/,16,0,44,0,NA,NA
../data/ElderScrolls/Daggerfall/,1,0,27,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,6,0,51,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,39,0,NA,NA
../data/ElderScrolls/Daggerfall/,3,0,41,0,NA,NA
../data/ElderScrolls/Daggerfall/,12,0,32,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,12,0,33,0,NA,NA
../data/ElderScrolls/Daggerfall/,5,0,27,0,NA,NA
../data/ElderScrolls/Daggerfall/,15,0,18,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,29,0,NA,NA
../data/ElderScrolls/Daggerfall/,11,0,30,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,2,0,2,NA,NA
../data/ElderScrolls/Daggerfall/,2,0,2,0,NA,NA
../data/ElderScrolls/Daggerfall/,7,0,24,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,2,0,2,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,2,0,2,0,NA,NA
../data/ElderScrolls/Daggerfall/,12,0,66,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,107,0,NA,NA
../data/ElderScrolls/Daggerfall/,7,0,52,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,9,0,39,0,NA,NA
../data/ElderScrolls/Daggerfall/,16,0,85,0,NA,NA
../data/ElderScrolls/Daggerfall/,26,0,89,0,NA,NA
../data/ElderScrolls/Daggerfall/,18,0,54,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,4,0,52,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,45,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,60,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,52,0,NA,NA
../data/ElderScrolls/Daggerfall/,30,0,46,0,NA,NA
../data/ElderScrolls/Daggerfall/,2,0,78,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,28,0,103,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,28,0,70,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,64,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,32,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,42,0,17,NA,NA
../data/ElderScrolls/Daggerfall/,8,0,37,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,13,0,76,0,NA,NA
../data/ElderScrolls/Daggerfall/,14,0,22,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,83,0,41,NA,NA
../data/ElderScrolls/Daggerfall/,0,120,0,19,NA,NA
../data/ElderScrolls/Daggerfall/,0,52,0,8,NA,NA
../data/ElderScrolls/Daggerfall/,0,94,0,51,NA,NA
../data/ElderScrolls/Daggerfall/,0,83,0,3,NA,NA
../data/ElderScrolls/Daggerfall/,0,105,0,33,NA,NA
../data/ElderScrolls/Daggerfall/,0,68,0,20,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,51,0,23,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,121,0,26,NA,NA
../data/ElderScrolls/Daggerfall/,6,0,11,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,127,0,20,NA,NA
../data/ElderScrolls/Daggerfall/,0,160,0,24,NA,NA
../data/ElderScrolls/Daggerfall/,0,37,0,11,NA,NA
../data/ElderScrolls/Daggerfall/,0,28,0,23,NA,NA
../data/ElderScrolls/Daggerfall/,0,39,0,14,NA,NA
../data/ElderScrolls/Daggerfall/,11,0,108,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
../data/ElderScrolls/Daggerfall/,0,0,0,0,NA,NA
