folder,series,game,from,to,frequency
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,-,random,89
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,random,playerChoice,206
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,playerChoice,random,201
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,random,random,93
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,random,-,101
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,random,female,28
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,female,female,14
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,female,-,44
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,-,male,177
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,male,playerChoice,352
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,playerChoice,male,286
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,male,-,160
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,random,neutral,20
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,neutral,playerChoice,78
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,playerChoice,neutral,77
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,neutral,-,32
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,-,female,24
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,female,playerChoice,38
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,playerChoice,female,38
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,male,random,58
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,male,male,29
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,random,male,13
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,male,neutral,16
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,male,female,21
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,female,random,9
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,neutral,random,8
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,female,male,14
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,neutral,female,8
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,female,neutral,7
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,neutral,male,6
../data/ElderScrolls/Daggerfall/,The Elder Scrolls,The Elder Scrolls II: Daggerfall,-,neutral,1
