folder,maxF.maleWords,maxF.femaleWords,maxM.maleWords,maxM.femaleWords,totalNonChoice.maleWords,totalNonChoice.femaleWords
../data/SuperMarioRPG/SuperMarioRPG/,NA,NA,NA,NA,8765,1862
../data/SuperMarioRPG/SuperMarioRPG/,8,0,15,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,6,0,17,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,0,0,0,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,6,0,6,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,9,0,21,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,12,0,51,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,77,0,77,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,19,0,19,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,16,0,16,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,2,0,3,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,0,0,0,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,13,0,35,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,28,0,28,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,15,0,15,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,63,0,63,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,16,0,16,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,14,0,14,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,95,0,95,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,8,0,8,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,8,0,8,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,12,0,12,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,7,0,7,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,10,19,10,19,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,1,0,1,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,1,0,1,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,1,0,1,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,2,0,2,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,17,0,17,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,35,0,35,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,1,0,19,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,1,0,1,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,37,0,37,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,9,0,9,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,0,0,0,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,0,19,0,19,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,0,29,0,29,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,0,15,0,15,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,2,0,2,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,2,18,1,1,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,4,6,4,6,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,10,0,10,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,9,0,9,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,12,0,12,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,5,0,5,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,1,0,1,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,14,0,14,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,17,0,17,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,6,0,9,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,14,0,14,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,12,0,12,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,8,0,67,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,11,0,76,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,28,0,28,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,0,0,0,0,NA,NA
../data/SuperMarioRPG/SuperMarioRPG/,3,0,15,0,NA,NA
