folder,series,game,from,to,frequency
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,-,-,30
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,-,female,46
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,female,-,53
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,female,male,65
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,male,female,69
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,-,male,245
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,male,-,257
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,male,male,256
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,-,neutral,60
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,neutral,-,56
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,neutral,male,49
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,male,neutral,43
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,neutral,neutral,52
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,female,neutral,7
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,female,female,2
../data/SuperMarioRPG/SuperMarioRPG/,Super Mario RPG,Super Mario RPG: Legend of the Seven Stars,neutral,female,9
