folder,game,VGDCName,TvTName,tropeName,subverted,tropeNotes,tropeURL
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,Action Dad,0," [Action Dad](/pmwiki/pmwiki.php/Main/ActionDad): In *The After Years*, he is one of these to Ceodore.",/pmwiki/pmwiki.php/Main/ActionDad
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,All There in the Manual,0," [All There in the Manual](/pmwiki/pmwiki.php/Main/AllThereInTheManual): Japanese guides give his full name as Cecil Harvey, which was retained in 3D releases.",/pmwiki/pmwiki.php/Main/AllThereInTheManual
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,And I Must Scream,0," [And I Must Scream](/pmwiki/pmwiki.php/Main/AndIMustScream): After he's freed from  (SPOILER) the Mysterious Girl's control  in *The After Years*, we learn that Cecil was aware of what was happening but couldn't do anything to stop it.",/pmwiki/pmwiki.php/Main/AndIMustScream
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,The Atoner,0, [The Atoner](/pmwiki/pmwiki.php/Main/TheAtoner): Mainly for the atrocity he knowingly committed in Mysidia and unknowingly in Mist.,/pmwiki/pmwiki.php/Main/TheAtoner
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,Battle Couple,0," [Battle Couple](/pmwiki/pmwiki.php/Main/BattleCouple): With his wife, Rosa. He fights and protects her while she heals and supports him. Several times in both games when Cecil tries to order her away from danger, she stays by his side to aid him.",/pmwiki/pmwiki.php/Main/BattleCouple
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,BFS,0," [BFS](/pmwiki/pmwiki.php/Main/BFS): Hard to tell in the 2D releases, but in the DS release, some of his swords are thicker than his arms and longer than he is tall save for the head. Of course, this is probably due to the [Chibi](/pmwiki/pmwiki.php/Main/SuperDeformed) art style, because his official renders show him wielding swords of standard sizes.",/pmwiki/pmwiki.php/Main/BFS
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,Big Good,0, [Big Good](/pmwiki/pmwiki.php/Main/BigGood): He becomes this in *The After Years* game as he marries Rosa and have a son together and they rule over Baron together.,/pmwiki/pmwiki.php/Main/BigGood
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,"Big ""WHY?!""",0," [Big ""WHY?!""](/pmwiki/pmwiki.php/Main/BigWhy): He lets out an absolutely *anguished* one in the DS version as he realizes he was sent to destroy Mist.",/pmwiki/pmwiki.php/Main/BigWhy
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,Black Knight,0, [Black Knight](/pmwiki/pmwiki.php/Main/BlackKnight): His initial class is the Dark Knight.,/pmwiki/pmwiki.php/Main/BlackKnight
../data/FinalFantasy/FFIV_DS/,Final Fantasy IV,Cecil,Cecil Harvey,Black Swords Are Better,0," [Black Swords Are Better](/pmwiki/pmwiki.php/Main/BlackSwordsAreBetter): As a Dark Knight he can use three dark weapons: the Dark Sword, the Shadowblade and the Deathbringer. The last one has a small chance to kill any non-boss enemy in one-hit, making it a (very brief) [Disc-One Nuke](/pmwiki/pmwiki.php/Main/DiscOneNuke). You will definitely notice the difference on your way back to Mysidia when Cecil can't use it anymore.",/pmwiki/pmwiki.php/Main/BlackSwordsAreBetter
