folder,series,game,from,to,frequency
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,-,-,6735
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,-,male,5508
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,male,playerChoice,13463
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,playerChoice,male,10950
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,playerChoice,-,7302
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,male,female,1573
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,female,playerChoice,5843
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,playerChoice,female,4546
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,female,male,1581
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,male,-,23488
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,female,-,9374
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,male,male,2787
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,-,neutral,212
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,neutral,-,243
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,neutral,playerChoice,19
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,playerChoice,neutral,12
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,-,playerChoice,308
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,-,female,2394
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,female,female,912
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,-,cut,1574
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,cut,-,1745
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,neutral,male,5
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,-,trans,1
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,trans,-,3
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,male,cut,3
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,cut,male,3
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,cut,playerChoice,154
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,playerChoice,cut,134
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,cut,cut,65
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,neutral,neutral,8
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,male,neutral,2
../data/DragonAge/DragonAgeOrigins_B/,Dragon Age,Dragon Age: Origins,neutral,female,4
