folder,series,game,from,to,frequency
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,-,female,550
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,female,-,449
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,female,female,111
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,-,male,216
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,male,-,311
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,-,neutral,11
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,neutral,female,18
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,female,neutral,23
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,neutral,-,14
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,male,female,246
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,female,male,340
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,male,male,103
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,-,not coded,9
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,not coded,-,11
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,neutral,neutral,2
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,female,not coded,1
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,male,not coded,1
../data/KingsQuest/KingsQuest7/,King's Quest,King's Quest VII: The Princeless Bride,neutral,male,2
